"","surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k"
"50","scrub.fixed.opend",239711.427621488,239711.578375257,0.00369614733860279,56.438,0.000123542265343225,-119850.713810744,1.03514404794022,0,0,5
"51","urban.beach.fixed",239711.261462994,239711.412216763,0.00447341898612441,57.012,2.46683090064039e-05,-119850.630731497,1.03514505242579,1,0.1,5
"52","agric.scrub.opend",239711.44833968,239711.599093449,0.00340662541897062,57.117,0.000114885403949087,-119850.72416984,1.03514430412044,0,0,5
"53","urban.water.fixed",239711.226669306,239711.377423075,0.00491449264978564,57.121,0.00012692855419392,-119850.613334653,1.03514718893806,0,0,5
"54","water.agric.scrub.fixed",239711.133947706,239711.345534607,0.00612139044894472,57.488,0.000175871437880033,-119849.566973853,1.03513098796945,0,0,6
"55","urban.agric.scrub.fixed",239711.14754788,239711.359134782,0.00571425201478697,57.615,0.000159850402145396,-119849.57377394,1.03513084219584,0,0,6
"56","urban.agric.opend",239711.370161193,239711.520914961,0.0045257460332077,58.066,7.87030832646997e-05,-119850.685080596,1.03514889597946,0,0,5
"57","urban.agric.fixed.opend",239711.140819037,239711.352405939,0.00619898090941854,59.147,6.22690789096407e-05,-119849.570409518,1.03513088566032,4,0.4,6
"58","beach.scrub.fixed.opend",239711.447558491,239711.659145392,0.00453168963821773,59.237,0.000235100731472186,-119849.723779245,1.03512982479436,1,0.1,6
"59","agric.beach.scrub.fixed.opend",239711.192885575,239711.475713857,0.00432950909147862,59.715,0.000212527718291813,-119848.596442787,1.03511675897168,0,0,7
"60","urban.water.agric",239711.529820821,239711.680574589,0.0041053759665225,60.778,7.31497633680649e-05,-119850.76491041,1.0351494770496,0,0,5
"61","water.agric.fixed.opend",239711.488005124,239711.699592026,0.00472795080371516,62.223,0.000270477881367142,-119849.744002562,1.03513518659816,0,0,6
"62","agric.beach.fixed.opend",239711.538721183,239711.750308084,0.00450058147955474,62.886,0.000223437888764821,-119849.769360591,1.03513519220338,0,0,6
"63","urban.water.fixed.opend",239711.395338848,239711.60692575,0.00587662797726634,63.049,6.61451777273003e-05,-119849.697669424,1.03513394527832,0,0,6
"64","water.beach.opend",239711.818273143,239711.969026912,0.00272573897684543,63.662,7.43496536521052e-05,-119850.909136572,1.03514694221848,0,0,5
"65","agric.beach.scrub",239711.839136374,239711.989890143,0.00258146740878523,64.445,1.31196098005021e-05,-119850.919568187,1.03514770405473,0,0,5
"66","urban.scrub.fixed.opend",239711.665120483,239711.876707385,0.00666805393440105,65.99,2.45797831471291e-05,-119849.832560242,1.03513426766652,6,0.6,6
"67","water.beach.fixed",239711.951693223,239712.102446992,0.00251823533138591,66.409,7.97181798717019e-06,-119850.975846612,1.0351486323647,0,0,5
"68","water.agric.beach",239711.965871026,239712.116624795,0.0024764855779655,66.583,7.82114516272435e-06,-119850.982935513,1.03514871099037,0,0,5
"69","water.fixed.opend",239712.117966114,239712.268719883,0.00258131746201366,67.654,8.26270223177993e-05,-119851.058983057,1.03514835630825,0,0,5
"70","beach.fixed.opend",239712.31773902,239712.468492789,0.00245261580302077,70.028,0.000107558570059718,-119851.15886951,1.03514975718347,0,0,5
"71","agric.beach.opend",239712.321349842,239712.472103611,0.00245054552204141,70.264,0.000107489187119303,-119851.160674921,1.03514978435021,0,0,5
"72","urban.agric.scrub.opend",239712.155613901,239712.367200803,0.0021770088954185,70.818,0.00011300190818915,-119850.077806951,1.03513635566647,0,0,6
"73","water.agric.scrub",239712.324013388,239712.474767157,0.00232818469679749,71.176,9.89837881692963e-05,-119851.162006694,1.03515254394285,0,0,5
"74","water.agric.beach.fixed",239712.106192629,239712.317779531,0.00270954136548799,71.479,0.000181215534068727,-119850.053096314,1.03513814379199,1,0.1,6
"75","water.beach.scrub.opend",239712.321493286,239712.533080188,0.00325799851701164,71.776,0.000228402439485203,-119850.160746643,1.0351361238678,1,0.1,6
"76","urban.agric.scrub.fixed.opend",239712.084685942,239712.367514224,0.00278534349781239,71.804,6.695629546729e-05,-119849.042342971,1.03512334429272,0,0,7
"77","water.agric.opend",239712.386931287,239712.537685055,0.0023500906051333,71.831,9.46817357405524e-05,-119851.193465643,1.03514969349864,0,0,5
"78","urban.water.opend",239712.39566243,239712.546416199,0.00232793837914177,72.21,9.2281930874837e-05,-119851.197831215,1.03515011025753,0,0,5
"79","urban.water.agric.beach.opend",239712.194848446,239712.477676729,0.00211630087920204,73.16,0.000122677157888438,-119849.097424223,1.03512452625681,0,0,7
"80","water.agric.beach.scrub.opend",239712.482269744,239712.765098027,0.00374085722920825,75.693,0.000270462664734073,-119849.241134872,1.03512418224898,1,0.1,7
"81","water.agric.scrub.fixed.opend",239712.535852959,239712.818681241,0.00228299625728632,77.361,0.00013816576825949,-119849.267926479,1.03512751035815,0,0,7
"82","water.agric.scrub.opend",239712.740856921,239712.952443823,0.00184992514975069,78.856,0.000134141442370882,-119850.37042846,1.03513983707609,0,0,6
"83","urban.water.scrub",239712.986302962,239713.137056731,0.00210408436487565,78.975,3.02989291622654e-05,-119851.493151481,1.03515494778536,0,0,5
"84","water.agric.beach.scrub.fixed",239712.716367024,239712.999195306,0.00287702900922115,79.812,0.000178437276526636,-119849.358183512,1.03512824071386,0,0,7
"85","urban.agric.beach.scrub.fixed",239712.729089063,239713.011917346,0.00284270494596385,79.959,0.000173253696738307,-119849.364544531,1.03512818551215,0,0,7
"86","urban.scrub.opend",239713.022405573,239713.173159342,0.00197010218205369,80.072,6.14148757595145e-06,-119851.511202787,1.0351551472594,0,0,5
"87","urban.agric.beach.scrub.opend",239712.787691923,239713.070520205,0.00228018461725455,80.205,0.000221960947829433,-119849.393845961,1.03512652776359,0,0,7
"88","urban.scrub.fixed",239713.048786439,239713.199540207,0.00192161355125385,80.712,1.62266610549975e-05,-119851.524393219,1.03515527677768,0,0,5
"89","urban.agric.scrub",239713.05798317,239713.208736939,0.00192158473388099,80.848,2.53538271958703e-05,-119851.528991585,1.03515528379533,0,0,5
"90","beach.scrub.fixed",239713.068167535,239713.218921304,0.00190200399305827,81.208,1.47180680761189e-05,-119851.534083768,1.035155380395,0,0,5
"91","water.scrub.fixed",239713.068255442,239713.21900921,0.00191438841442218,81.211,1.73477229204264e-05,-119851.534127721,1.03515539490212,0,0,5
"92","water.scrub.fixed.opend",239712.927628755,239713.139215656,0.00193029744428745,81.304,0.000169637588101909,-119850.463814377,1.03514057378221,0,0,6
"93","urban.beach.scrub",239713.113923886,239713.264677654,0.00174607324912932,81.927,3.22671646440456e-06,-119851.556961943,1.03515569551749,0,0,5
"94","urban.water.scrub.opend",239713.027364274,239713.238951175,0.00179949561070483,83.253,0.000142046958873613,-119850.513682137,1.03514166965543,0,0,6
"95","urban.water.agric.fixed.opend",239712.981355487,239713.26418377,0.00293399113935406,83.682,4.53941279123687e-05,-119849.490677744,1.03512931374579,1,0.1,7
"96","water.agric.beach.fixed.opend",239713.069870011,239713.352698294,0.00197036993107759,84.689,0.000273504293850348,-119849.534935006,1.03513248217384,0,0,7
"97","urban.water.agric.beach.scrub.fixed.opend",239713.147453126,239713.512010088,0.00163383079240911,85.202,0.000208341700113213,-119848.573726563,1.03511697460436,0,0,8
"98","water.agric.beach.scrub.fixed.opend",239713.145884537,239713.510441499,0.00163926219727747,85.304,0.000205458118393565,-119848.572942269,1.0351170046167,0,0,8
"99","water.beach.scrub.fixed.opend",239713.263925161,239713.546753444,0.00179864269854329,85.518,0.000242185862746231,-119849.631962581,1.03512870571608,0,0,7
"100","urban.water.agric.scrub.fixed",239713.157384131,239713.440212414,0.00202482517351891,85.63,0.000169413733139027,-119849.578692066,1.03513104407595,0,0,7
"101","urban.water.agric.opend",239713.318980182,239713.530567084,0.00127227569962969,87.975,4.78011759937637e-05,-119850.659490091,1.03514711613632,0,0,6
"102","urban.water.beach.fixed",239713.395212568,239713.60679947,0.00149021269277894,89,1.79335291875226e-05,-119850.697606284,1.03514567207923,0,0,6
"103","urban.water.scrub.fixed.opend",239713.651993354,239713.934821637,0.0024427915118714,91.348,2.47592608558182e-05,-119849.825996677,1.03513417605553,0,0,7
"104","urban.agric.beach.scrub.fixed.opend",239714.011909784,239714.376466746,0.00159944806831835,94.102,5.76340366004541e-05,-119849.005954892,1.03512306392056,0,0,8
"105","urban.water.agric.scrub.opend",239713.905042723,239714.187871006,0.000918243882287049,95.889,0.00011846761792311,-119849.952521362,1.0351350293884,0,0,7
"106","urban.water.agric.scrub.fixed.opend",239714.184097608,239714.54865457,0.00121936154240029,96.251,3.98920141699469e-05,-119849.092048804,1.03512376776116,0,0,8
"107","urban.water.agric.beach.fixed",239714.041383688,239714.32421197,0.00115756032858372,96.631,0.000152134511443626,-119850.020691844,1.03513785658804,0,0,7
"108","water.beach.fixed.opend",239714.019621487,239714.231208389,0.000952576894512966,97.09,8.64354992989683e-05,-119851.009810743,1.03514782238069,0,0,6
"109","urban.water.agric.beach.scrub.opend",239714.320050539,239714.684607501,0.00120442697313888,98.414,0.000239882293934988,-119849.160025269,1.03512347570327,0,0,8
"110","water.agric.beach.opend",239714.314049206,239714.525636108,0.000876691877075351,100.38,0.000109148229380555,-119851.157024603,1.03514941235319,0,0,6
"111","urban.water.beach.opend",239714.317594156,239714.529181058,0.000871081550926658,100.459,0.000107588110905443,-119851.158797078,1.03514980451016,0,0,6
"112","urban.water.beach.scrub.opend",239714.526412406,239714.809240689,0.00113536724339329,100.912,0.000227290155692116,-119850.263206203,1.03513741909281,0,0,7
"113","urban.water.agric.beach.scrub.fixed",239714.69894951,239715.063506472,0.00101015670387755,101.622,0.000175753505412066,-119849.349474755,1.03512811140517,0,0,8
"114","urban.water.agric.scrub",239714.984815471,239715.196402373,0.00075039262660729,105.986,2.97909084036281e-05,-119851.492407736,1.03515494877199,0,0,6
"115","urban.beach.scrub.fixed",239715.020820318,239715.232407219,0.00073122690631384,106.506,5.26968415243481e-06,-119851.510410159,1.03515508851148,0,0,6
"116","urban.beach.fixed.opend",239715.052753615,239715.264340517,0.000676319464429593,107.483,4.28640955050963e-06,-119851.526376807,1.03515523512951,0,0,6
"117","urban.water.scrub.fixed",239715.054626204,239715.266213106,0.000666231434591693,107.765,9.23640564298901e-06,-119851.527313102,1.03515532018833,0,0,6
"118","water.beach.scrub.fixed",239715.060935781,239715.272522683,0.000686770627218167,107.824,1.72817551981679e-05,-119851.530467891,1.03515534098624,0,0,6
"119","urban.agric.beach.scrub",239715.090102563,239715.301689465,0.000654049343799477,108.285,2.1517161982278e-05,-119851.545051281,1.03515555342594,0,0,6
"120","urban.beach.scrub.opend",239715.095043652,239715.306630554,0.000640812689570878,108.336,1.06774796053616e-05,-119851.547521826,1.03515557734515,0,0,6
"121","urban.water.beach.scrub",239715.120416849,239715.33200375,0.000624142664571369,108.694,2.97562712778415e-06,-119851.560208424,1.03515573476675,0,0,6
"122","urban.water.agric.beach.fixed.opend",239715.544043125,239715.908600087,0.00051762702563565,109.515,0.000206877059648276,-119849.772021563,1.03513515663786,0,0,8
"123","urban.water.agric.beach.scrub",239716.001100707,239716.28392899,0.000320646005152094,116.299,1.35686171452825e-05,-119851.000550354,1.03514890495289,0,0,7
"124","urban.water.beach.fixed.opend",239717.042285585,239717.325113868,0.000246130056225784,122.309,4.73921237372222e-06,-119851.521142792,1.03515513126647,0,0,7
"125","urban.water.beach.scrub.fixed",239717.03328091,239717.316109193,0.000233875348581299,122.578,4.87754151615328e-06,-119851.516640455,1.03515515280526,0,0,7
"126","urban.agric.beach.fixed.opend",239717.048558808,239717.33138709,0.00023884434528732,122.593,4.31266603604941e-06,-119851.524279404,1.03515523161134,0,0,7
"127","urban.beach.scrub.fixed.opend",239717.066341336,239717.349169619,0.000232264836698819,122.754,3.62270882380199e-06,-119851.533170668,1.0351553752474,0,0,7
"128","urban.water.beach.scrub.fixed.opend",239719.040681727,239719.405238689,8.69192040264036e-05,127.635,3.69927188555263e-06,-119851.520340863,1.03515517086024,0,0,8
