"","X","surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k","Feature1","Feature2","Feature3","Feature4","Feature5","Feature6","Feature7","DeltaAICc","cat_type","area"
"110",110,"opend.beach.agric.water",239660.091291312,239660.302878213,0.00081939624318947,97.003,7.75475210603896e-05,-119824.045645656,1.03487143383358,0,0,6,1,452.422634684779,2500,367.61874222285,94.3515860933635,NA,NA,9.56097895599669,"MC","westcoast"
"111",111,"fixed.beach.agric.water.urban",239660.207217491,239660.490045774,0.000982841246108222,97.269,0.000159802985839952,-119823.103608746,1.03486231472139,0,0,7,1,2500,14.8845346186731,627.581318896647,8.41038360478251,63.7474240756328,NA,9.74814651699853,"MC","westcoast"
"112",112,"opend.scrub.beach.water.urban",239660.374777397,239660.65760568,0.000961277669118695,98.503,0.000226524470458249,-119823.187388699,1.03485945530875,0,0,7,1,386.121662681119,514.365425709019,2500,362.573352412245,2.30729110402399,NA,9.91570642299484,"MC","westcoast"
"113",113,"opend.fixed.beach.water",239660.391042965,239660.602629867,0.000802438153005593,99.808,8.81942477590827e-05,-119824.195521483,1.03487322376107,0,0,6,1,1127.53327044901,1253.36859535631,2500,104.763418029194,NA,NA,9.86073061000207,"MC","westcoast"
"114",114,"opend.fixed.scrub.beach.agric.water.urban",239660.846568843,239661.211125805,0.000897289315989216,101.983,0.00018441519825251,-119822.423284421,1.03485239634239,0,0,8,1.91888356203935,1810.41325748238,525.52369534534,2500,1913.31189969994,83.0022783084182,1,10.4692265480116,"MC","westcoast"
"115",115,"fixed.scrub.beach.agric.water.urban",239660.855216564,239661.219773526,0.000910858445850611,102.023,0.000184325001322571,-119822.427608282,1.03485240241264,0,0,8,2.14561984861029,2326.23295407697,700.319217330207,958.626821293806,2500,125.251529074712,1,10.4778742690105,"MC","westcoast"
"116",116,"opend.fixed.beach.urban",239661.274463538,239661.48605044,0.000673224440728771,107.169,5.93676844429908e-06,-119824.637231769,1.03487970738204,0,0,6,1,2218.80253215876,2500,2112.90776753465,810.889611620351,NA,NA,10.7441511829966,"MC","westcoast"
"117",117,"fixed.scrub.beach.urban",239661.286183512,239661.497770414,0.00064590992978895,107.922,5.34678675078909e-06,-119824.643091756,1.03487986505482,0,0,6,1,1058.71508851467,2500,2336.47282589342,124.190080135951,NA,NA,10.7558711569873,"MC","westcoast"
"118",118,"opend.scrub.water.urban",239661.318187647,239661.529774549,0.000658626007154635,107.927,5.26295518622799e-06,-119824.659093824,1.0348800974729,0,0,6,1,1503.36663520637,212.478041605722,2061.07521920942,2500,NA,NA,10.7878752920078,"MC","westcoast"
"119",119,"scrub.agric.water.urban",239661.310267414,239661.521854316,0.000635737786073876,107.951,2.79571119256963e-05,-119824.655133707,1.03487996798404,0,0,6,1,2500,21.2171204645829,437.229447115456,2456.29631008195,NA,NA,10.7799550589989,"MC","westcoast"
"120",120,"fixed.scrub.beach.water",239661.34047942,239661.552066322,0.000588158625829774,108.784,1.82519940615914e-05,-119824.67023971,1.03488019644726,0,0,6,1,2500,1876.67605598478,59.8939136254362,1448.94092362192,NA,NA,10.8101670650067,"MC","westcoast"
"121",121,"fixed.scrub.water.urban",239661.350158021,239661.561744923,0.000607909015754843,108.826,1.33485097519841e-05,-119824.67507901,1.03488031329444,0,0,6,1,2233.81013853414,2132.25836531039,2500,25.3668411081235,NA,NA,10.8198456660029,"MC","westcoast"
"122",122,"scrub.beach.water.urban",239661.391550951,239661.603137853,0.000568052653556821,109.546,3.2764418568578e-06,-119824.695775475,1.03488054337864,0,0,6,1,210.230044144295,1104.70897968653,1436.58195909108,2500,NA,NA,10.8612385960005,"MC","westcoast"
"123",123,"scrub.beach.agric.water.urban",239662.222491337,239662.50531962,0.000276634417998799,116.155,1.54626023115932e-05,-119824.111245668,1.03487346270425,0,0,7,1,387.655284428588,1529.93096471278,96.3645963163367,2500,17.6820037815924,NA,11.7634203629859,"MC","westcoast"
"124",124,"fixed.scrub.beach.water.urban",239663.248209915,239663.531038198,0.000247847892232445,121.407,6.24673084109941e-06,-119824.624104957,1.03487964138873,0,0,7,1,2500,2273.64689052736,2095.09536666651,2226.54059812234,160.55111571964,NA,12.789138941007,"MC","westcoast"
"125",125,"opend.fixed.scrub.beach.urban",239663.303962778,239663.58679106,0.000225438469819969,122.098,4.18343322258126e-06,-119824.651981389,1.03487993332649,0,0,7,1,2500,2273.38006274907,119.829845759798,1045.5730936558,1006.73565025167,NA,12.8448918029899,"MC","westcoast"
"126",126,"opend.fixed.beach.water.urban",239663.308062108,239663.590890391,0.000218421613018126,122.209,5.67529712861876e-06,-119824.654031054,1.03487995768022,0,0,7,1,2500,951.632973311895,1812.43463315305,2241.42210020672,1189.56090695816,NA,12.8489911340002,"MC","westcoast"
"127",127,"opend.fixed.scrub.beach.water.urban",239665.261921849,239665.626478811,8.59858850185716e-05,126.946,4.87950615372193e-06,-119824.630960925,1.03487964982003,0,0,8,1,2099.44455043937,2500,65.2873797342472,1600.51866132477,1152.12028237025,740.163537116593,14.8845795539964,"MC","westcoast"
"128",128,"opend.fixed.beach.agric.water.urban",239665.310959115,239665.675516077,8.10077148795009e-05,127.202,5.73806808792131e-06,-119824.655479558,1.03487998117969,0,0,8,1,2500,1939.39675388983,951.209161968561,12.7700532676595,2187.29653871245,650.698682692324,14.9336168199952,"MC","westcoast"
