"","X","surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k","Feature1","Feature2","Feature3","Feature4","Feature5","Feature6","Feature7","DeltaAICc","cat_type","area"
"26",26,"scrub.beach.agric",239655.691829611,239655.84258338,0.00900069588709865,38.857,6.07711564680166e-05,-119822.845914806,1.03485723060616,0,0,5,163.960182200392,101.18750707002,1,2500,NA,NA,NA,5.10068412299734,"MC","westcoast"
"27",27,"opend.scrub",239656.279170773,239656.379421399,0.00692833073023362,39.14,0.000129226108213973,-119824.139585386,1.03487270669145,2,0.2,4,1,835.886830778139,2500,NA,NA,NA,NA,5.63752214200213,"MC","westcoast"
"28",28,"opend.fixed.urban",239655.644466604,239655.795220373,0.0147282791410865,39.532,6.71839391737525e-05,-119822.822233302,1.0348586165546,21,2.1,5,1,100.583736987969,533.738811649206,2500,NA,NA,NA,5.05332111599273,"MC","westcoast"
"29",29,"opend.scrub.beach.urban",239655.648876454,239655.860463356,0.00826715353054698,39.843,0.000174735215881197,-119821.824438227,1.03484334098722,1,0.1,6,41.2686313540385,183.172511950305,284.184793576125,2500,1,NA,NA,5.1185640989861,"MC","westcoast"
"30",30,"fixed.beach.water",239655.914826667,239656.065580435,0.00688694200123306,40.759,3.36582333596011e-05,-119822.957413333,1.03485831828803,0,0,5,18.012363165587,8.18075999160192,1,2500,NA,NA,NA,5.32368117800797,"MC","westcoast"
"31",31,"opend.beach",239656.454636878,239656.554887504,0.0058747254261406,40.778,0.000107698803263729,-119824.227318439,1.0348737486943,0,0,4,1,1209.71677930125,2500,NA,NA,NA,NA,5.81298824699479,"MC","westcoast"
"32",32,"opend.fixed.agric",239655.996551089,239656.147304858,0.0115295478566564,41.131,0.000239648767613974,-119822.998275544,1.03486145698391,14,1.4,5,1,918.829443644555,1538.44685762449,2500,NA,NA,NA,5.4054056009918,"MC","westcoast"
"33",33,"fixed.water",239656.457930234,239656.55818086,0.00552808058868082,42.54,8.80534158779206e-06,-119824.228965117,1.03487490623914,0,0,4,416.977307026153,1,2500,NA,NA,NA,NA,5.81628160300897,"MC","westcoast"
"34",34,"opend.fixed",239656.549783321,239656.650033947,0.00588070242566003,42.579,7.97269574894696e-05,-119824.27489166,1.03487419363251,0,0,4,1,2453.7014983484,2500,NA,NA,NA,NA,5.90813468999113,"MC","westcoast"
"35",35,"scrub.water",239656.487523782,239656.587774409,0.00614674968768937,42.84,9.98989398443929e-05,-119824.243761891,1.03487661875627,0,0,4,1.18722689258539,2500,1,NA,NA,NA,NA,5.84587515200838,"MC","westcoast"
"36",36,"beach.agric.water.urban",239656.048178246,239656.259765148,0.00662149069938679,43.451,0.000178510696154521,-119822.024089123,1.03484586278141,0,0,6,1412.54159609328,2500,655.802634806175,4.69127520768825,1,NA,NA,5.51786589098629,"MC","westcoast"
"37",37,"scrub.agric",239656.54382881,239656.644079436,0.0061723740087244,43.748,0.000106391664140578,-119824.271914405,1.03487701012386,0,0,4,1,2500,36.0682603772075,NA,NA,NA,NA,5.90218017899315,"MC","westcoast"
"38",38,"opend.water",239656.749934676,239656.850185302,0.0053449631327939,44.887,8.89397349986295e-05,-119824.374967338,1.03487546351554,0,0,4,1,2500,1.02512569075316,NA,NA,NA,NA,6.10828604499693,"MC","westcoast"
"39",39,"opend.agric",239656.754520967,239656.854771594,0.00532989456276299,45.046,8.85061829249263e-05,-119824.377260483,1.03487549553662,0,0,4,1,2500,55.5458998038471,NA,NA,NA,NA,6.11287233699113,"MC","westcoast"
"40",40,"agric.water",239656.923138209,239657.023388836,0.00464661793717567,48.202,7.79872316125228e-05,-119824.461569105,1.03487674286482,0,0,4,1,1103.37614016733,2500,NA,NA,NA,NA,6.28148957900703,"MC","westcoast"
"41",41,"fixed.agric.water.urban",239656.259442739,239656.471029641,0.0118738952608999,49.821,0.000204719914429309,-119822.12972137,1.03485480151361,0,0,6,1,222.357412870581,75.0696475543368,2.12574528016148,2500,NA,NA,5.72913038398838,"MC","westcoast"
"42",42,"fixed.beach.agric",239656.787331783,239656.938085552,0.00540182965304727,49.989,0.000212246072094475,-119823.393665892,1.03486634555476,1,0.1,5,1,716.925903396491,2500,171.552626655644,NA,NA,NA,6.19618629501201,"MC","westcoast"
"43",43,"scrub.urban",239657.262261735,239657.362512362,0.00511270453930435,51.481,3.01204309190242e-05,-119824.631130868,1.03487991780081,0,0,4,1,1036.38639049457,2500,NA,NA,NA,NA,6.62061310498393,"MC","westcoast"
"44",44,"opend.fixed.scrub.agric",239656.78843548,239657.000022382,0.00521437999860958,52.299,0.000139880582082663,-119822.39421774,1.03485234972788,1,0.1,6,1,296.815117766172,2298.87728850965,969.636240996658,2500,NA,NA,6.25812312500784,"MC","westcoast"
"45",45,"fixed.scrub",239657.340688847,239657.440939474,0.00464215209990849,52.727,1.98588744842427e-05,-119824.670344424,1.03488021813407,0,0,4,1,2500,2051.44696434503,NA,NA,NA,NA,6.69904021700495,"MC","westcoast"
"46",46,"scrub.beach.agric.water",239656.599221914,239656.810808816,0.00656510975062094,53.2,4.15864919771748e-05,-119822.299610957,1.03484945515504,0,0,6,646.384310308374,2500,1,379.305382747873,521.008471704921,NA,NA,6.06890955899144,"MC","westcoast"
"47",47,"fixed.beach.agric.urban",239656.685213598,239656.896800499,0.00794637722823406,53.707,0.000138148743956877,-119822.342606799,1.03485285032582,4,0.4,6,1,1342.2673516371,11.8833909737737,469.254068218571,2500,NA,NA,6.15490124200005,"MC","westcoast"
"48",48,"fixed.scrub.beach.agric",239656.89942574,239657.111012642,0.00701946084859318,54.415,0.000176115039939662,-119822.44971287,1.03485243878565,2,0.2,6,1,2500,734.315542984892,1483.20941381912,883.694456728475,NA,NA,6.36911338500795,"MC","westcoast"
"49",49,"fixed.agric.water",239657.145838839,239657.296592608,0.00573045135012957,54.714,0.00025763231386147,-119823.57291942,1.0348687798854,0,0,5,1,2500,596.52279343157,152.090022870546,NA,NA,NA,6.55469335100497,"MC","westcoast"
"50",50,"opend.scrub.beach.agric",239657.112023308,239657.32361021,0.00590921193511747,55.523,0.000272544359062994,-119822.556011654,1.03485113427935,3,0.3,6,1,1197.61281905588,1932.42717188332,2500,368.389672285522,NA,NA,6.58171095300349,"MC","westcoast"
"51",51,"opend.scrub.beach",239657.4811005,239657.631854269,0.00485901882636275,56.979,0.000189530182713835,-119823.74055025,1.03486678450362,3,0.3,5,1,1863.97089639281,2500,423.221132042518,NA,NA,NA,6.88995501201134,"MC","westcoast"
"52",52,"opend.scrub.water",239657.522439529,239657.673193298,0.00411884177781072,57.662,0.000178712964288233,-119823.761219765,1.03486753345765,1,0.1,5,1,984.943840633071,2500,936.265986879299,NA,NA,NA,6.93129404098727,"MC","westcoast"
"53",53,"opend.beach.agric.urban",239657.148957571,239657.360544473,0.00363258761723777,57.705,9.98792270243582e-05,-119822.574478786,1.034854459182,0,0,6,49.1075011879952,224.844149524196,2500,225.045520851319,1,NA,NA,6.61864521598909,"MC","westcoast"
"54",54,"opend.scrub.agric",239657.554846329,239657.705600098,0.00329962389494502,58.098,0.000127222888435236,-119823.777423165,1.03486800189633,0,0,5,1,968.789410767419,2500,260.092549334885,NA,NA,NA,6.96370084100636,"MC","westcoast"
"55",55,"opend.fixed.agric.urban",239657.02441834,239657.236005242,0.00722951734311703,58.621,9.58753374802085e-05,-119822.51220917,1.03485404154045,6,0.6,6,1,121.451566575808,1098.45884200245,51.4251005986998,2500,NA,NA,6.49410598500981,"MC","westcoast"
"56",56,"opend.agric.water.urban",239657.279530742,239657.491117644,0.00395345452603607,59.54,0.000114496454826635,-119822.639765371,1.03485537244437,1,0.1,6,312.762895299616,1406.45443339612,2500,28.4819558596632,1,NA,NA,6.74921838700539,"MC","westcoast"
"57",57,"fixed.water.urban",239657.471473681,239657.62222745,0.00446444124676954,59.584,0.000126384600881966,-119823.73573684,1.03487174146614,0,0,5,1,583.423660798544,2500,2337.49566932319,NA,NA,NA,6.88032819298678,"MC","westcoast"
"58",58,"opend.fixed.scrub",239657.687307352,239657.838061121,0.00319210274045491,59.792,0.000125062549220752,-119823.843653676,1.03486874651049,0,0,5,1,921.425656714359,225.314521920365,2500,NA,NA,NA,7.09616186399944,"MC","westcoast"
"59",59,"fixed.scrub.agric.water",239657.346115974,239657.557702876,0.00523610511775846,59.99,0.000183095259880231,-119822.673057987,1.03485565069775,0,0,6,1,2387.26269039848,695.445792659536,2500,128.866473546415,NA,NA,6.81580361898523,"MC","westcoast"
"60",60,"opend.fixed.scrub.beach.agric",239657.246483733,239657.529312016,0.00383578475109547,60.639,0.000220895366901632,-119821.623241867,1.03484021099663,0,0,7,1,2419.45713845474,1465.11178631277,2500,2319.41654328803,1047.8516892632,NA,6.78741275900393,"MC","westcoast"
"61",61,"opend.fixed.scrub.beach",239657.596544288,239657.808131189,0.00456909563828351,61.532,0.000243597294737223,-119822.798272144,1.0348538086642,1,0.1,6,1,1709.24286447646,951.992780873737,1428.90082126945,2500,NA,NA,7.0662319319963,"MC","westcoast"
"62",62,"fixed.scrub.agric.urban",239657.357792898,239657.5693798,0.00715281275375923,61.96,0.000157948494740045,-119822.678896449,1.03485750984716,4,0.4,6,1,964.166458638988,9.51379865141462,322.480658909262,2500,NA,NA,6.82748054299736,"MC","westcoast"
"63",63,"agric.water.urban",239657.82247221,239657.973225979,0.00397958916559866,63.927,7.53347991317902e-05,-119823.911236105,1.03487421336945,0,0,5,1,102.216195433451,1881.71141833108,2500,NA,NA,NA,7.23132672198699,"MC","westcoast"
"64",64,"scrub.agric.water",239657.837040444,239657.987794213,0.00258920077867076,64.431,1.62067956136967e-05,-119823.918520222,1.03487092005452,0,0,5,8.48114935088779,1,99.8911522990315,2500,NA,NA,NA,7.24589495599503,"MC","westcoast"
"65",65,"opend.fixed.water.urban",239657.65500098,239657.866587882,0.00516640271644019,66.393,6.98965010343789e-05,-119822.82750049,1.03485874318954,0,0,6,1,96.7540078623492,544.519120578989,7.53751157762781,2500,NA,NA,7.12468862498645,"MC","westcoast"
"66",66,"opend.fixed.agric.water",239657.868399599,239658.079986501,0.00383606179872566,66.82,0.000277565318130416,-119822.9341998,1.03486106560341,0,0,6,1,285.427693132397,2500,528.612352273884,2333.06347834698,NA,NA,7.33808724398841,"MC","westcoast"
"67",67,"opend.beach.water",239658.140458483,239658.291212251,0.00228507686666094,66.9,8.5392731163474e-05,-119824.070229241,1.034871964165,0,0,5,1,538.771646628596,2500,1.39650054581216,NA,NA,NA,7.5493129940005,"MC","westcoast"
"68",68,"opend.beach.agric",239658.179522617,239658.330276386,0.00225015378198021,67.452,9.12576514826573e-05,-119824.089761309,1.03487217839135,0,0,5,1,599.192836522989,2500,13.2051898929449,NA,NA,NA,7.58837712899549,"MC","westcoast"
"69",69,"opend.fixed.beach.agric",239657.943638748,239658.15522565,0.0041720043846873,67.837,0.000239403465513029,-119822.971819374,1.0348611189879,0,0,6,1,740.709202134396,1119.20578470468,2500,1918.18033091191,NA,NA,7.41332639299799,"MC","westcoast"
"70",70,"beach.agric.water",239658.098115538,239658.248869307,0.00235000743116544,67.874,8.77658582188901e-06,-119824.049057769,1.03487264455275,0,0,5,1,2500,20.743349700987,2.23984546314159,NA,NA,NA,7.50697004998801,"MC","westcoast"
"71",71,"opend.fixed.scrub.urban",239657.977436993,239658.189023894,0.00526755965394041,68.799,2.44262373502197e-05,-119822.988718496,1.03485930384329,6,0.6,6,1,150.430539779767,63.1278354220035,2500,1260.23618615483,NA,NA,7.44712463699398,"MC","westcoast"
"72",72,"opend.fixed.beach",239658.360336104,239658.511089873,0.00221454917822649,70.021,8.46739152581239e-05,-119824.180168052,1.03487307637182,0,0,5,1,645.864938073464,718.945029931902,2500,NA,NA,NA,7.76919061600347,"MC","westcoast"
"73",73,"opend.fixed.water",239658.393081283,239658.543835052,0.00210430062116853,70.602,8.96710618827386e-05,-119824.196540642,1.03487320227904,0,0,5,3.97592532817043,1581.84237597298,1,2500,NA,NA,NA,7.8019357949961,"MC","westcoast"
"74",74,"opend.scrub.agric.urban",239658.285616356,239658.497203258,0.00203457243895672,71.614,0.000121982671917327,-119823.142808178,1.03486022774356,0,0,6,1,967.058964280892,2500,226.079533571016,44.5162029887474,NA,NA,7.75530400100979,"MC","westcoast"
"75",75,"opend.beach.agric.water.urban",239658.121554982,239658.404383265,0.00203286568144683,71.897,0.000133765940996192,-119822.060777491,1.03484726894408,0,0,7,162.795585508088,178.582535575597,2500,69.5846087662394,1393.35286837148,1,NA,7.66248400800396,"MC","westcoast"
"76",76,"opend.beach.urban",239658.582286725,239658.733040493,0.00203918559436911,72.876,0.000106514676415604,-119824.291143362,1.03487455066312,0,0,5,1.03882388389411,1751.79706462613,2500,1,NA,NA,NA,7.99114123600884,"MC","westcoast"
"77",77,"opend.scrub.beach.water",239658.513686776,239658.725273678,0.00261844845220622,73.553,0.000233021304206096,-119823.256843388,1.03486027328258,0,0,6,1,413.920202363456,558.165435636571,2500,316.426967821968,NA,NA,7.98337442099,"MC","westcoast"
"78",78,"opend.fixed.scrub.agric.urban",239658.27351827,239658.556346552,0.00328187742691979,74.184,5.84144735232177e-05,-119822.136759135,1.03484788623975,0,0,7,1,790.992967615047,2500,398.111952668736,1290.6644937971,1439.71500599421,NA,7.81444729500799,"MC","westcoast"
"79",79,"opend.scrub.beach.agric.water",239658.568593018,239658.851421301,0.00300390696868718,75.458,0.0002847325932359,-119822.284296509,1.0348473965224,0,0,7,1,1547.9784597863,2500,692.047449364664,1456.18379933521,1542.51299824607,NA,8.10952204398927,"MC","westcoast"
"80",80,"opend.agric.urban",239658.736282003,239658.887035772,0.00190535932651909,75.925,8.79225364717734e-05,-119824.368141002,1.0348753998025,0,0,5,1,2500,76.2942938707802,12.8639990779934,NA,NA,NA,8.14513651499874,"MC","westcoast"
"81",81,"opend.agric.water",239658.750866807,239658.901620575,0.00190451424978645,75.952,8.92795716701283e-05,-119824.375433403,1.03487512854565,0,0,5,1,2500,2024.40007731323,517.600328606073,NA,NA,NA,8.15972131799208,"MC","westcoast"
"82",82,"opend.scrub.beach.agric.urban",239658.72524168,239659.008069963,0.00214315121157026,78.191,0.000240140140005968,-119822.36262084,1.03484919151793,0,0,7,1,1529.71931735889,2500,682.864659663352,442.571200062948,17.1655977835617,NA,8.26617070598877,"MC","westcoast"
"83",83,"opend.fixed.scrub.agric.water",239658.667366461,239658.950194744,0.00189962396405639,78.609,0.000144396112173161,-119822.33368323,1.03485162845639,0,0,7,2.2677208655773,223.173805764255,2226.30372138746,788.556372043603,2500,1,NA,8.20829548698384,"MC","westcoast"
"84",84,"opend.scrub.agric.water",239658.851638103,239659.063225005,0.00175407348524554,79.301,0.000145530311154979,-119823.425819051,1.03486354946165,0,0,6,1,986.555855749767,2500,355.774274606374,833.441655522553,NA,NA,8.32132574799471,"MC","westcoast"
"85",85,"fixed.scrub.beach.agric.water",239658.86974182,239659.152570103,0.00257823982528258,80.623,0.000188127724094093,-119822.43487091,1.03485255992672,0,0,7,1,2368.20202142314,688.953848004084,351.257046685096,2500,127.115489266167,NA,8.41067084600218,"MC","westcoast"
"86",86,"fixed.scrub.beach.agric.urban",239658.884719148,239659.16754743,0.0024625146826987,80.734,0.00018259087509056,-119822.442359574,1.03485250863564,0,0,7,2.35466320102842,2246.09308220193,659.567212184231,465.560676293265,2500,1,NA,8.42564817299717,"MC","westcoast"
"87",87,"scrub.water.urban",239659.25892875,239659.409682519,0.00184995940470851,81.005,3.28127991526338e-05,-119824.629464375,1.0348798008015,0,0,5,1.00000000000045,2500,2266.74265474397,1597.20559249279,NA,NA,NA,8.66778326200438,"MC","westcoast"
"88",88,"fixed.beach.agric.water",239658.959715154,239659.171302056,0.00211206543018739,81.457,0.000255208413639071,-119823.479857577,1.03486765828193,0,0,6,1,1519.35352857136,2500,363.464932661883,91.9870504308906,NA,NA,8.42940279899631,"MC","westcoast"
"89",89,"opend.scrub.urban",239659.318397864,239659.469151633,0.00184492899512875,82.219,6.4808065823736e-06,-119824.659198932,1.03488013647259,0,0,5,1,1827.16712626915,203.495091573499,2500,NA,NA,NA,8.72725237600389,"MC","westcoast"
"90",90,"opend.fixed.agric.water.urban",239658.987611899,239659.270440182,0.00259222764672451,83.064,0.000120141550823402,-119822.493805949,1.03485456867249,0,0,7,1,65.4912375103272,1068.5720503711,71.1826782369312,1626.54255962868,2500,NA,8.52854092500638,"MC","westcoast"
"91",91,"scrub.agric.urban",239659.365317587,239659.516071356,0.00169546214542359,83.087,2.23234245100026e-05,-119824.682658794,1.03488041197527,0,0,5,1,702.617155014451,14.2184446982146,2500,NA,NA,NA,8.77417209898704,"MC","westcoast"
"92",92,"fixed.scrub.urban",239659.349308277,239659.500062046,0.00175512103734549,83.159,1.32845573386047e-05,-119824.674654139,1.03488028528254,1,0.1,5,1,2500,1467.23964628029,38.4377919436397,NA,NA,NA,8.75816278898856,"MC","westcoast"
"93",93,"fixed.scrub.beach",239659.349539718,239659.500293486,0.00162438470329007,83.251,1.49212710650185e-05,-119824.674769859,1.03488026839885,0,0,5,1.00000000000045,2186.09052232755,2500,80.4267381504242,NA,NA,NA,8.75839422899298,"MC","westcoast"
"94",94,"fixed.scrub.water",239659.35110553,239659.501859298,0.00163497887188526,83.319,1.76825772445433e-05,-119824.675552765,1.03488028778061,0,0,5,1,2088.82096174958,2500,1235.85250280169,NA,NA,NA,8.75996004100307,"MC","westcoast"
"95",95,"scrub.beach.urban",239659.354391823,239659.505145592,0.00162499375472186,83.5,2.35226887273265e-05,-119824.677195911,1.03488035081374,0,0,5,2.41469476581369,2500,1,1593.59807794832,NA,NA,NA,8.7632463350019,"MC","westcoast"
"96",96,"opend.fixed.scrub.beach.agric.water",239659.099310574,239659.463867536,0.00151419857814834,83.775,0.000221665339941895,-119821.549655287,1.03483977475116,0,0,8,1,2202.86795504571,1237.20628280469,2500,1920.86094927901,448.771164171424,551.970583266019,8.72196827898733,"MC","westcoast"
"97",97,"opend.fixed.scrub.water",239659.191354234,239659.402941135,0.00160049098455524,83.92,0.000171807669699779,-119823.595677117,1.03486528090784,0,0,6,1,910.853489390595,109.348019268778,2500,562.213643141407,NA,NA,8.66104187798919,"MC","westcoast"
"98",98,"fixed.beach.water.urban",239659.266387622,239659.477974524,0.00168559731787022,86.446,4.31509112000205e-05,-119823.633193811,1.03486879189958,0,0,6,1,674.717630745319,8.14130334320771,1547.15885714838,2500,NA,NA,8.73607526699197,"MC","westcoast"
"99",99,"opend.fixed.scrub.beach.water",239659.422792317,239659.7056206,0.00182904996150003,86.499,0.00025062125853794,-119822.711396158,1.03485276833437,0,0,7,1,2484.54877770547,1572.09182042959,2500,2273.76318740491,2490.25900024856,NA,8.963721342996,"MC","westcoast"
"100",100,"fixed.scrub.agric.water.urban",239659.344600003,239659.627428286,0.00180994577724691,86.83,0.000180564574216806,-119822.672300001,1.03485561367364,0,0,7,1,2258.18887441577,656.33732976253,2500,110.558558726495,2.36452807357591,NA,8.88552902900847,"MC","westcoast"
"101",101,"opend.fixed.beach.agric.urban",239659.378474139,239659.661302422,0.00193218287219491,87.391,0.000242155637652896,-119822.689237069,1.03485721114108,0,0,7,1.97545813210218,660.039863145852,1000.15087577714,1,2500,30.6705056627584,NA,8.91940316499677,"MC","westcoast"
"102",102,"scrub.beach.agric.urban",239659.492997997,239659.704584899,0.00124211487669791,88.812,4.29642077320973e-05,-119823.746498999,1.03487099173327,0,0,6,1,80.7558419093689,6.76849371441631,164.731320317577,2500,NA,NA,8.96268564200727,"MC","westcoast"
"103",103,"opend.fixed.scrub.water.urban",239659.956638357,239660.23946664,0.0018050737359754,93.266,2.4719740153476e-05,-119822.978319179,1.03485918522273,0,0,7,1,147.145111978538,62.486488557749,2500,108.391916471124,1186.56462750736,NA,9.49756738299038,"MC","westcoast"
"104",104,"opend.fixed.beach.agric.water",239659.918164957,239660.20099324,0.00146936444263724,93.609,0.000238716324636809,-119822.959082478,1.03486095983522,0,0,7,1.47246970097558,802.356058825814,1241.67634985578,2500,2303.59131389587,1,NA,9.45909398299409,"MC","westcoast"
"105",105,"opend.scrub.beach.agric.water.urban",239660.20282939,239660.567386352,0.00116621759584029,95.198,0.000270128775355217,-119822.101414695,1.03484568875982,0,0,8,1,1472.68926731632,2500,696.029350510989,457.215626670172,2094.73357349356,12.0081011622074,9.82548709498951,"MC","westcoast"
"106",106,"opend.fixed.scrub.beach.agric.urban",239660.276104617,239660.640661579,0.00114979086797565,95.758,5.85731246580182e-05,-119822.138052309,1.03484790776813,0,0,8,1,790.705299256046,2500,402.987255817165,1.1382420779546,1321.02981076311,1464.75048789459,9.89876232200186,"MC","westcoast"
"107",107,"opend.scrub.agric.water.urban",239660.038955206,239660.321783489,0.000866943766126864,96.082,0.000118583508513516,-119823.019477603,1.03485889136722,0,0,7,1,972.253877235006,2500,208.365088462635,660.485354547721,55.4416286525498,NA,9.57988423199276,"MC","westcoast"
"108",108,"opend.fixed.scrub.agric.water.urban",239660.386685363,239660.751242325,0.000931174740869189,96.699,4.12702084243157e-05,-119822.193342682,1.034848162528,0,0,8,1,2202.23116768344,1471.68103077045,2500,976.273030901797,880.219001501647,2215.15406922668,10.009343067999,"MC","westcoast"
"109",109,"opend.beach.water.urban",239660.075713393,239660.287300295,0.000831850040445775,96.734,7.01930308212201e-05,-119824.037856697,1.03487170468914,0,0,6,1,437.054430110024,2500,8.20698367584191,3.00457288199277,NA,NA,9.54540103799081,"MC","westcoast"
