"","X","surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k","Feature1","Feature2","Feature3","Feature4","Feature5","Feature6","Feature7","DeltaAICc","cat_type","area"
"53",21,"water.scrub",1500.09633075922,1501.69633075922,0.0141928918561325,18.527,0.000497224268758111,-746.04816537961,1.13935511027239,0,0,4,1,2500,1677.50766839483,NA,NA,NA,NA,5.15965941652007,"MC","cabour"
"54",22,"urban.water",1500.09436915047,1501.69436915047,0.014216993679803,18.539,0.000494649520646887,-746.047184575234,1.13935054882533,0,0,4,1,2046.85160455211,2500,NA,NA,NA,NA,5.15769780777009,"MC","cabour"
"55",23,"water.agric.scrub",1500.53102165713,1503.03102165713,0.00824443995469695,22.509,0.0110619010365672,-745.265510828567,1.13793780242795,0,0,5,1,886.171115904034,2500,2001.9903138446,NA,NA,NA,6.49435031442999,"MC","cabour"
"56",24,"urban.water.agric",1500.67270368482,1503.17270368482,0.00744594185812213,23.312,0.00967537212352263,-745.336351842408,1.13872255022689,0,0,5,1,1800.37894896247,1542.74744743538,2500,NA,NA,NA,6.63603234211996,"MC","cabour"
"57",25,"water.agric.fixed",1500.90765908461,1503.40765908461,0.00717808430751268,25.41,0.0044427335169538,-745.453829542304,1.1380361209044,1,0.1,5,1,2500,1498.82057742236,2065.21148382376,NA,NA,NA,6.87098774191008,"MC","cabour"
"58",26,"agric.scrub.opend",1500.99093126371,1503.49093126371,0.00641360747841618,26.488,0.00623693773828619,-745.495465631856,1.13855165977121,0,0,5,1,1916.72189213081,2500,1638.28977402632,NA,NA,NA,6.95425992101013,"MC","cabour"
"59",27,"agric.scrub.fixed",1501.37837514726,1503.87837514726,0.00522197795497586,29.84,0.00276757861663704,-745.689187573629,1.1385876378691,0,0,5,1,2500,1705.70401797761,1968.17451825909,NA,NA,NA,7.34170380455998,"MC","cabour"
"60",28,"urban.agric.fixed",1501.47864828127,1503.97864828127,0.00483075881007781,30.299,0.00223550582823392,-745.739324140637,1.13894197781604,0,0,5,1,1814.85496808994,2500,1629.63414377947,NA,NA,NA,7.44197693856995,"MC","cabour"
"61",29,"urban.agric.scrub",1501.77414319791,1504.27414319791,0.00404848532116025,32.994,0.0017479788060004,-745.887071598954,1.13915676418655,0,0,5,1,1253.76307069348,2500,1727.69310334029,NA,NA,NA,7.73747185521006,"MC","cabour"
"62",30,"urban.agric.opend",1501.83816112305,1504.33816112305,0.00388361371660154,34.01,0.00136482819348573,-745.919080561525,1.13943933989249,0,0,5,1,2287.84297246227,2130.25368369312,2500,NA,NA,NA,7.80148978035004,"MC","cabour"
"63",31,"water.agric.scrub.opend",1501.88056315819,1505.53273707123,0.00254242916987128,34.603,0.0127028959485308,-744.940281579093,1.1372274780093,0,0,6,1,2477.95302013291,2500,2226.90507616872,274.111051547326,NA,NA,8.99606572853008,"MC","cabour"
"64",32,"urban.scrub.fixed",1501.93750992281,1504.43750992281,0.00373635189147545,35.246,0.000914798605591392,-745.968754961404,1.13906239762125,0,0,5,1,1168.51418913898,2500,1245.83586948188,NA,NA,NA,7.90083858011008,"MC","cabour"
"65",33,"water.scrub.opend",1501.97244056449,1504.47244056449,0.00366916947280495,35.652,0.00183725083152969,-745.986220282245,1.13907701449024,0,0,5,1,1559.64596080069,1.16626545460758,2500,NA,NA,NA,7.93576922179,"MC","cabour"
"66",34,"water.fixed.opend",1501.97252172422,1504.47252172422,0.00366880682237745,35.791,0.00183417621984757,-745.98626086211,1.13907731348239,0,0,5,1,175.562654215103,1.13023489149646,2500,NA,NA,NA,7.93585038152014,"MC","cabour"
"67",35,"urban.scrub.opend",1501.97277993269,1504.47277993269,0.00366662357117732,35.792,0.00182842886117634,-745.986389966343,1.13907737615033,0,0,5,1.16713725427189,1,21.6790719351907,2500,NA,NA,NA,7.93610858999,"MC","cabour"
"68",36,"urban.water.opend",1501.97254003753,1504.47254003753,0.00366896155679568,35.795,0.00183708987073122,-745.986270018766,1.13907719025723,0,0,5,1.00000000000045,1.00396480693962,1304.14600783587,2500,NA,NA,NA,7.93586869483011,"MC","cabour"
"69",37,"water.agric.opend",1501.97254129115,1504.47254129115,0.003668955104788,35.816,0.00183705021554771,-745.986270645575,1.13907719377676,0,0,5,1.00101255713116,1866.85854109725,1,2500,NA,NA,NA,7.93586994845009,"MC","cabour"
"70",38,"agric.fixed.opend",1501.97704816506,1504.47704816506,0.00371403265452909,35.865,0.00060405824543358,-745.988524082529,1.13916520679271,0,0,5,1.00000000000045,1115.74510665935,346.01703292776,2500,NA,NA,NA,7.94037682236012,"MC","cabour"
"71",39,"urban.fixed.opend",1501.98797521093,1504.48797521093,0.00361921220568012,35.867,0.00069375750541981,-745.993987605467,1.13909577370119,0,0,5,1,2187.2991675802,2500,1320.5164198234,NA,NA,NA,7.95130386823007,"MC","cabour"
"72",40,"urban.water.scrub",1502.0025843511,1504.5025843511,0.00354672774411595,36.033,0.000923708370508572,-746.001292175551,1.13939196520286,0,0,5,1,921.875831313353,2143.2874569935,2500,NA,NA,NA,7.96591300840009,"MC","cabour"
"73",41,"water.scrub.fixed",1502.0340917352,1504.5340917352,0.00354784013815581,36.585,0.000892209131950925,-746.017045867602,1.13917267789483,0,0,5,1,2500,1880.12531647509,2226.22362308726,NA,NA,NA,7.99742039250009,"MC","cabour"
"74",42,"scrub.fixed.opend",1502.02609970872,1504.52609970872,0.00352891599429813,36.645,0.000682364379378889,-746.01304985436,1.13917635369187,0,0,5,1,1343.8522262318,1163.56988433224,2500,NA,NA,NA,7.98942836602009,"MC","cabour"
"75",43,"urban.water.fixed",1502.03821000182,1504.53821000182,0.003537810284449,36.756,0.000858671343669804,-746.019105000908,1.1391775450887,0,0,5,1,2230.96887241943,2500,1549.41777335231,NA,NA,NA,8.00153865912011,"MC","cabour"
"76",44,"urban.water.agric.scrub",1502.15009267017,1505.80226658322,0.00212981736137132,37.432,0.0103644142626585,-745.075046335087,1.13754875268413,0,0,6,1,35.107937335958,1921.62360194985,1467.79644604007,2500,NA,NA,9.26559524052004,"MC","cabour"
"77",45,"water.agric.scrub.fixed",1502.45351158345,1506.10568549649,0.00175901263528443,40.139,0.00760944530916852,-745.226755791724,1.13785724669964,0,0,6,1,1828.47894175054,1045.41237824907,2500,196.439799908341,NA,NA,9.56901415379002,"MC","cabour"
"78",46,"urban.water.agric.opend",1503.20734317613,1506.85951708917,0.00113951208062045,46.132,0.0036990857818141,-745.603671588064,1.13903427079043,0,0,6,1,2263.18589889234,2034.68822435427,2500,1559.88240038439,NA,NA,10.32284574647,"MC","cabour"
"79",47,"urban.water.agric.fixed",1503.4432505592,1507.09542447224,0.00104418328852525,47.529,0.00180461609348052,-745.721625279599,1.13858111415738,0,0,6,1,2374.81376379123,2500,552.221287742055,1854.89929502601,NA,NA,10.55875312954,"MC","cabour"
"80",48,"urban.agric.scrub.opend",1503.76356912169,1507.41574303473,0.000837974808925407,50.173,0.00153081362188407,-745.881784560845,1.13917205819155,0,0,6,1,1214.51781535774,1659.70428231288,2500,1789.15554079001,NA,NA,10.87907169203,"MC","cabour"
"81",49,"urban.agric.scrub.fixed",1503.85636251243,1507.50853642547,0.000791539855084872,50.689,0.0011106823592225,-745.928181256213,1.13917160653389,0,0,6,1,1507.37835986757,1526.5094787366,1762.44345714269,2500,NA,NA,10.9718650827701,"MC","cabour"
"82",50,"urban.agric.fixed.opend",1503.97889423363,1507.63106814668,0.000767066690759412,51.35,0.00059208544805775,-745.989447116817,1.13916953489463,0,0,6,1.65840175791527,1,1799.96495456821,559.620180790501,2500,NA,NA,11.0943968039801,"MC","cabour"
"83",51,"water.agric.fixed.opend",1503.97921112696,1507.63138504,0.000766971500878529,51.419,0.000590110466046246,-745.989605563481,1.1391704759369,0,0,6,1,3.92793616808194,2110.67717538924,657.798711645051,2500,NA,NA,11.0947136973,"MC","cabour"
"84",52,"agric.scrub.fixed.opend",1503.97933729422,1507.63151120726,0.000766911624555461,51.458,0.00058928189451789,-745.989668647108,1.13917080831951,0,0,6,1.41375113542017,2289.53306443144,1,711.167511274386,2500,NA,NA,11.0948398645601,"MC","cabour"
"85",53,"urban.water.scrub.opend",1503.97220928375,1507.62438319679,0.000758657522110512,51.47,0.00183592353471858,-745.986104641874,1.13907638872506,0,0,6,1,1.1203841543761,872.675892310055,11.1739151156362,2500,NA,NA,11.08771185409,"MC","cabour"
"86",54,"urban.water.scrub.fixed",1503.95405290113,1507.60622681417,0.000766471447230687,51.696,0.00084714202985907,-745.977026450563,1.13906393679012,0,0,6,1,2154.26777491643,1227.85035223332,1613.0511085239,2500,NA,NA,11.06955547147,"MC","cabour"
"87",55,"urban.scrub.fixed.opend",1504.02143703723,1507.67361095028,0.000724347431266056,52.035,0.000573115688221896,-746.010718518616,1.13919463574978,0,0,6,1,1845.75050908029,561.301726841621,1300.47649692602,2500,NA,NA,11.13693960758,"MC","cabour"
"88",56,"water.scrub.fixed.opend",1504.01540650242,1507.66758041546,0.000731297690488045,52.12,0.000639706390498776,-746.007703251209,1.13917254920249,0,0,6,1,1828.48552626153,2500,1224.81841553041,2210.90933389828,NA,NA,11.13090907276,"MC","cabour"
"89",57,"urban.water.fixed.opend",1504.0226877144,1507.67486162744,0.000731974258556942,52.127,0.000658998542803391,-746.0113438572,1.13915622831144,0,0,6,1,2476.72800627932,2320.4665365837,2500,2156.61272942969,NA,NA,11.1381902847399,"MC","cabour"
"90",58,"urban.water.agric.scrub.opend",1505.72735245197,1510.81826154288,0.000153390026656394,59.855,0.00168769012618037,-745.863676225986,1.13912717476356,0,0,7,1,2500,1129.05080015337,1762.16743205024,1792.86538836399,1353.15293929056,NA,14.2815902001801,"MC","cabour"
"91",59,"urban.water.agric.scrub.fixed",1505.74242506564,1510.83333415654,0.000151210129946853,59.887,0.00163970789145006,-745.871212532818,1.13911956899395,0,0,7,0.999999999999545,2500,1477.89731977913,1354.98546922841,1325.1816188656,884.351223639914,NA,14.2966628138402,"MC","cabour"
"92",60,"urban.water.agric.fixed.opend",1505.98190343855,1511.07281252946,0.000137058914055432,60.825,0.00058584499705535,-745.990951719275,1.13917455526521,0,0,7,1,16.2715842884718,10.4560387084166,2419.15459817985,764.417298469759,2500,NA,14.53614118676,"MC","cabour"
"93",61,"urban.agric.scrub.fixed.opend",1505.98512079362,1511.07602988453,0.000136574370419058,60.909,0.000580570708539982,-745.992560396812,1.13918051317338,0,0,7,1,54.2555111603133,2500,2.25459623481538,840.473650078238,2371.88820772633,NA,14.5393585418301,"MC","cabour"
"94",62,"urban.water.agric.scrub.fixed.opend",1506.00086688112,1511.09177597202,0.000133984486710064,61.021,0.000570217132790717,-746.000433440558,1.13919767054576,0,0,7,1,325.360199865589,2500,1.53543693578513,452.245159755476,1519.6741987802,NA,14.5551046293201,"MC","cabour"
"95",63,"water.agric.scrub.fixed.opend",1506.00072681244,1511.09163590335,0.00013362615133849,61.046,0.000562724322113073,-746.000363406219,1.1392052665511,0,0,7,1,1063.57574058777,2500,2245.87016020545,1920.41303576423,2069.57257287741,NA,14.55496456065,"MC","cabour"
"96",64,"urban.water.scrub.fixed.opend",1506.05146253319,1511.1423716241,0.000126564514310401,61.28,0.000502994838034521,-746.025731266597,1.13926626134688,0,0,7,1.00000000000045,802.847314316739,1709.1880977038,1225.49225715448,767.402085491123,2500,NA,14.6057002814,"MC","cabour"
"97",1,"fixed",9930.62997137348,9930.95429569781,0.103942851979216,2.222,0.000894190598075479,-4962.31498568674,1.17460179203249,474,47.4,3,2500,1,NA,NA,NA,NA,NA,0,"MC","doornpanne"
"98",2,"Distance",9930.88733796392,9931.04733796392,0.0925671889904417,2.709,0.000188791969806268,-4963.44366898196,1.17503635923517,399,39.9,2,NA,NA,NA,NA,NA,NA,NA,0.0930422661112971,"MC","doornpanne"
"99",3,"fixed.opend",9932.58539252016,9933.13333772564,0.0350990137196745,8.211,0.000983715475001157,-4962.29269626008,1.17459170159119,0,0,4,1707.73186237067,1,2500,NA,NA,NA,NA,2.17904202783029,"MC","doornpanne"
"100",4,"beach.fixed",9932.62997137348,9933.17791657896,0.034193337232779,8.299,0.000894190598075479,-4962.31498568674,1.17460179203249,0,0,4,2500,946.444386983831,1,NA,NA,NA,NA,2.22362088115005,"MC","doornpanne"
"101",5,"opend",9932.58503142952,9932.90935575385,0.0448354745542562,8.838,0.00119440704268889,-4963.29251571476,1.17497918575164,100,10,3,1,2500,NA,NA,NA,NA,NA,1.95506005604148,"MC","doornpanne"
"102",6,"agric",9932.88733796392,9933.21166228825,0.0313675081897769,8.898,0.000188791969806268,-4963.44366898196,1.17503635923517,0,0,3,1,2500,NA,NA,NA,NA,NA,2.25736659044014,"MC","doornpanne"
"103",7,"beach",9932.88733796392,9933.21166228825,0.0313675081897769,8.898,0.000188791969806268,-4963.44366898196,1.17503635923517,0,0,3,1,2500,NA,NA,NA,NA,NA,2.25736659044014,"MC","doornpanne"
"104",8,"water.fixed",9932.64690594329,9933.19485114877,0.0338358378070698,9.045,0.000883102402381206,-4962.32345297164,1.17460500719766,0,0,4,657.206861566766,2500,1,NA,NA,NA,NA,2.24055545096053,"MC","doornpanne"
"105",9,"water",9932.90346400761,9933.22778833193,0.0311556873209416,9.483,0.000186073625588665,-4963.4517320038,1.17503981181551,0,0,3,1,2500,NA,NA,NA,NA,NA,2.27349263411998,"MC","doornpanne"
"106",10,"agric.fixed",9933.50415819441,9934.05210339989,0.021040644510983,13.944,0.000474673206724744,-4962.7520790972,1.17476873687436,0,0,4,11.9752530720116,2500,1,NA,NA,NA,NA,3.0978077020809,"MC","doornpanne"
"107",11,"scrub",9933.51988208237,9933.84420640669,0.0253659227970478,13.975,0.000130883495244721,-4963.75994104118,1.17517427478671,0,0,3,2500,1,NA,NA,NA,NA,NA,2.88991070888005,"MC","doornpanne"
"108",12,"urban",9933.41217549261,9933.73649981693,0.0302392075843143,14.207,0.000156868337584088,-4963.7060877463,1.17514807020512,13,1.3,3,1,2500,NA,NA,NA,NA,NA,2.78220411912116,"MC","doornpanne"
"109",13,"urban.fixed",9933.60622262121,9934.15416782669,0.0195136352471041,14.52,0.000590227175727322,-4962.8031113106,1.1747958564704,0,0,4,1276.40202264627,2500,1,NA,NA,NA,NA,3.19987212888009,"MC","doornpanne"
"110",14,"beach.opend",9934.23428153459,9934.78222674006,0.0160294175646681,19.464,0.00109686863790104,-4963.11714076729,1.17490145101828,0,0,4,1,2500,242.403342548919,NA,NA,NA,NA,3.82793104225129,"MC","doornpanne"
"111",15,"water.opend",9934.2663112713,9934.81425647678,0.0161384437273893,19.975,0.00115214197035292,-4963.13315563565,1.17490904442216,0,0,4,1,2500,302.989049048147,NA,NA,NA,NA,3.85996077897107,"MC","doornpanne"
"112",16,"agric.opend",9934.33322181169,9934.88116701717,0.0159832989803857,21.155,0.00120235340793038,-4963.16661090585,1.17492374179366,0,0,4,1,2500,422.987379082372,NA,NA,NA,NA,3.92687131936145,"MC","doornpanne"
"113",17,"urban.opend",9934.5215114109,9935.06945661638,0.0152903753187593,23.649,0.00124123932015754,-4963.26075570545,1.17496439429075,0,0,4,1,11.211457637391,2500,NA,NA,NA,NA,4.11516091857084,"MC","doornpanne"
