"","surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k"
"1","Distance",9932.38635618428,9932.54635618428,0.231186154624197,1.646,0.000181611200308991,-4964.19317809214,1.17540506899408,424,42.4,2
"2","fixed",9932.1132124311,9932.43753675542,0.28020186051096,1.89,0.000896658964785921,-4963.05660621555,1.17496973245039,470,47,3
"3","opend",9934.11613484601,9934.44045917034,0.117507555415138,4.071,0.00112801080365103,-4964.05806742301,1.1753561573605,94,9.4,3
"4","agric",9934.38635618428,9934.71068050861,0.0783402162000005,4.404,0.000181611200308991,-4964.19317809214,1.17540506899408,0,0,3
"5","beach",9934.38635618428,9934.71068050861,0.0783402162000005,4.404,0.000181611200308991,-4964.19317809214,1.17540506899408,0,0,3
"6","water",9934.40000681891,9934.72433114324,0.0778497187241838,4.824,0.000179309745203238,-4964.20000340946,1.17540798868982,0,0,3
"7","urban",9934.91598640475,9935.24031072907,0.0722064572804694,5.424,0.000144008058420207,-4964.45799320237,1.17551729590102,12,1.2,3
"8","scrub",9935.00152783789,9935.32585216221,0.0643678210450508,5.741,0.000125117805343223,-4964.50076391894,1.17554005562927,0,0,3
