"","surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k"
"1","Distance",29845.9158992367,29846.0041345309,0.476063706691969,1.113,0.000235728782290622,-14920.9579496184,1.09515073825517,894,89.4,2
"2","beach",29847.9158992367,29848.0936770145,0.167466015984282,2.715,0.000235728782296933,-14920.9579496184,1.09515073825503,0,0,3
"3","urban",29849.0460674619,29849.2238452397,0.110739493699268,3.609,0.000235983035485465,-14921.523033731,1.09522042689499,10,1,3
"4","fixed",29849.8178419117,29849.9956196895,0.0960001233537739,4.145,0.000318227981484951,-14921.9089209558,1.09525269368573,37,3.7,3
"5","scrub",29850.2984594276,29850.4762372054,0.0737542380843536,4.562,0.00633807662779781,-14922.1492297138,1.09529008958479,13,1.3,3
"6","opend",29851.0781836379,29851.2559614156,0.0759764221863535,4.856,0.000143662471776477,-14922.5390918189,1.09533084375361,46,4.6,3
