"","Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","DeltaAIC","DeltaAICc","DeltaLL","Feature1","Feature2","Feature3","Feature4","Feature5","Feature6","Feature7"
"75","urban.water.fixed.opend",-212946.867513305,6,425905.731604611,425905.889499347,5.25659866843903e-05,0.651778193543818,-212946.865802305,7.74253883695928,7.85557375999633,2.46466338698519,0.999999999999545,2500,1.01686970840319,533.794746872805,99.8622107995693,NA,NA
"76","urban.agric.beach.scrub",-99999,6,425911.662472848,425911.820367585,3.57306668317488e-07,0.651962279313247,-212949.831236424,13.6734070740058,13.7864419979742,5.43009750600322,2.04441519928469,2500,32.7723151613932,1,1757.82063203065,NA,NA
"77","urban.agric.beach.fixed",-212945.786652987,6,425903.573298033,425903.73119277,0.000120407386255249,0.65174704120823,-212945.786649016,5.58423225895967,5.69726718298625,1.38551009798539,1,2500,283.964064352807,7.03814808110747,841.410615996968,NA,NA
"78","urban.agric.beach.opend",-212945.211683066,6,425902.418955492,425902.576850229,0.000133619686149936,0.651995702113384,-212945.209477746,4.42988971795421,4.54292464198079,0.808338827977423,2041.93707774645,1,784.629573792591,2500,2067.3229183516,NA,NA
"79","urban.agric.scrub.fixed",-212946.456333557,6,425904.912667112,425905.070561849,0.000135115906536375,0.651987881625273,-212946.456333556,6.92360133799957,7.03663626196794,2.0551946380001,2.33942977760762,1,2500,405.119874770955,1386.76610458037,NA,NA
"80","urban.agric.scrub.opend",-212947.057720271,6,425906.285381355,425906.443276092,0.000100581735980089,0.65203206903688,-212947.142690678,8.29631558095571,8.40935050498229,2.74155176000204,1,46.0576675281877,230.020145882286,2500,987.500837646583,NA,NA
"81","urban.agric.fixed.opend",-212946.593812412,6,425905.195370105,425905.353264842,4.90873044680528e-05,0.651953831528367,-212946.597685052,7.20630433096085,7.31933925498743,2.19654613398598,1,2500,974.413525871589,2240.93712629217,1509.78033929339,NA,NA
"82","urban.beach.scrub.fixed",-99999,6,425911.560938955,425911.718833692,7.19003876316387e-07,0.651956754245645,-212949.780469477,13.5718731809757,13.6849081050023,5.37933055899339,1,83.5223236736733,778.957766593703,2500,1090.30042675922,NA,NA
"83","urban.beach.scrub.opend",-99999,6,425911.673565472,425911.831460209,1.63680714199593e-08,0.651954526402948,-212949.836782736,13.6844996979926,13.7975346219609,5.43564381799661,1,2500,568.204780743226,54.7799001820476,1091.55238105857,NA,NA
"84","urban.beach.fixed.opend",-99999,6,425911.66434616,425911.822240897,5.64230040508903e-08,0.651959577531408,-212949.83217308,13.6752803859999,13.7883153099683,5.43103416200029,1,2019.81420936754,1864.02480540934,2123.96855711566,2500,NA,NA
"85","urban.scrub.fixed.opend",-212947.02172219,6,425906.043398434,425906.201293171,1.96597286083179e-05,0.651907343037793,-212947.021699217,8.05433265998727,8.16736758395564,2.62056029899395,1,1019.48666658788,2500,49.459603272453,126.244511511363,NA,NA
"86","water.agric.beach.scrub",-212945.874397996,6,425903.672712097,425903.830606834,3.3815334948646e-05,0.652018567179105,-212945.836356049,5.68364632298471,5.79668124695309,1.43521713098744,277.326740452663,117.109186335214,166.670189082061,1,2500,NA,NA
"87","water.agric.beach.fixed",-212947.434757079,6,425906.869514159,425907.027408895,0.000138156769260206,0.651888880834537,-212947.434757079,8.88044838496717,8.99348330800422,3.03361816098914,1.86123071695465,2500,151.960586676364,1,634.176094378905,NA,NA
"88","water.agric.beach.opend",-212948.712409304,6,425910.288313276,425910.446208013,6.87439880546303e-05,0.652094488175462,-212949.144156638,12.2992475020001,12.4122824259684,4.74301772000035,1,498.819221605002,1889.81769646331,644.583757077773,2500,NA,NA
"89","water.agric.scrub.fixed",-212946.48306853,6,425904.969197716,425905.127092453,0.000146685686182958,0.651975793566977,-212946.484598858,6.98013194196392,7.0931668659905,2.08345993998228,1,172.241208932142,2500,678.320070425339,2339.65909434904,NA,NA
"90","water.agric.scrub.opend",-212947.400263522,6,425907.367854654,425907.525749391,0.000116172807528042,0.652056133638723,-212947.683927327,9.37878887995612,9.4918238039827,3.28278840897838,1,828.841793487216,365.510263753712,2500,980.881359202888,NA,NA
"91","water.agric.fixed.opend",-212946.758284637,6,425905.894595723,425906.052490459,0.000206698053006909,0.651863993107194,-212946.947297861,7.90552994899917,8.01856487197801,2.54615894300514,1,2500,324.260679550875,1527.46932488112,168.973504211813,NA,NA
"92","water.beach.scrub.fixed",-99999,6,425911.670086398,425911.827981134,1.01687371711832e-07,0.651953544888477,-212949.835043199,13.6810206240043,13.7940555469831,5.43390428100247,1,2132.4884242467,34.8925423768619,2261.40038924229,2500,NA,NA
"93","water.beach.scrub.opend",-212946.988835342,6,425906.531769951,425906.689664688,0.000203853745532209,0.652180059860562,-212947.265884976,8.54270417697262,8.6557391009992,2.86474605798139,1,2500,131.307828646577,703.484822794328,524.613415444482,NA,NA
