"","Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","DeltaAIC","DeltaAICc","DeltaLL","Feature1","Feature2","Feature3","Feature4","Feature5","Feature6","Feature7"
"30","water.urban",-212944.989374282,4,425897.978320598,425898.053226965,0.000141008288349106,0.6520310611333,-212944.989160299,0,0.0193013770040125,0.589070515008643,2500,1,2.479259627592,NA,NA,NA,NA
"31","opend.fixed.scrub",-212948.056169794,5,425906.660423263,425906.77299362,9.80026229420029e-05,0.652062068442064,-212948.330211632,8.68210266495589,8.73906803200953,3.93012184801046,1,921.425656714359,225.314521920365,2500,NA,NA,NA
"32","opend.fixed.beach",-212948.921012655,5,425907.851182444,425907.963752801,5.84998020180651e-05,0.6520691544809,-212948.925591222,9.87286184600089,9.92982721299632,4.52550143800909,1,645.864938073464,718.945029931902,2500,NA,NA,NA
"33","opend.fixed.agric",-212946.773481286,5,425904.204154027,425904.316724383,0.00017990993542413,0.651881813454731,-212947.102077013,6.22583342896542,6.28279879497131,2.70198722899659,1,918.829443644555,1538.44685762449,2500,NA,NA,NA
"34","opend.fixed.water",-212948.840513135,5,425907.867920972,425907.980491329,6.23620545010754e-05,0.652071672530346,-212948.933960486,9.88960037397919,9.94656574097462,4.53387070199824,3.97592532817043,1581.84237597298,1,2500,NA,NA,NA
"35","opend.fixed.urban",-212946.86656778,5,425903.731274613,425903.84384497,5.22863161101854e-05,0.651779140710816,-212946.865637307,5.75295401498443,5.80991938197985,2.46554752299562,1,100.583736987969,533.738811649206,2500,NA,NA,NA
"36","opend.scrub.beach",-212947.50937536,5,425906.272049261,425906.384619617,0.00015353342779193,0.652144160118884,-212948.13602463,8.293728663004,8.3506940290099,3.73593484598678,1,1863.97089639281,2500,423.221132042518,NA,NA,NA
"37","opend.scrub.agric",-212947.656212526,5,425906.563187116,425906.675757473,9.7238323048067e-05,0.652048205504428,-212948.281593558,8.58486651798012,8.64183188497555,3.8815037739987,1,968.789410767419,2500,260.092549334885,NA,NA,NA
"38","opend.scrub.water",-212947.937838228,5,425906.46196844,425906.574538797,0.00014001737343609,0.652080568579437,-212948.23098422,8.48364784196019,8.54061320901383,3.83089443598874,1,984.943840633071,2500,936.265986879299,NA,NA,NA
"39","opend.scrub.urban",-99999,5,425909.609011753,425909.721582109,5.15725998283077e-07,0.651949884991053,-212949.804505876,11.6306911549764,11.6876565209823,5.40441609200207,1,1827.16712626915,203.495091573499,2500,NA,NA,NA
"40","opend.beach.agric",-212948.725749093,5,425907.580812535,425907.693382891,6.36838793771493e-05,0.652044984311483,-212948.790406267,9.60249193699565,9.65945730300155,4.3903164830117,1,599.192836522989,2500,13.2051898929449,NA,NA,NA
"41","opend.beach.water",-212948.731596972,5,425907.540789906,425907.653360263,5.93979523166477e-05,0.652039351960193,-212948.770394953,9.56246930797352,9.61943467496894,4.3703051689954,1,538.771646628596,2500,1.39650054581216,NA,NA,NA
"42","opend.beach.urban",-212948.730324914,5,425908.166596244,425908.2791666,7.08085114918576e-05,0.652068014970856,-212949.083298122,10.1882756459527,10.2452410120168,4.68320833798498,1.03882388389411,1751.79706462613,2500,1,NA,NA,NA
"43","opend.agric.water",-212948.763707532,5,425908.400577247,425908.513147604,5.87713988829897e-05,0.652102555712644,-212949.200288624,10.4222566490062,10.4792220160016,4.80019884000649,1,2500,2024.40007731323,517.600328606073,NA,NA,NA
"44","opend.agric.urban",-212948.734913346,5,425908.405451057,425908.518021413,5.65805818392404e-05,0.652070824961505,-212949.202725528,10.4271304589929,10.4840958249988,4.80263574401033,1,2500,76.2942938707802,12.8639990779934,NA,NA,NA
"45","opend.water.urban",-212945.05232798,5,425900.088067845,425900.200638201,0.000138700386401209,0.652026128581979,-212945.044033922,2.10974724695552,2.16671261296142,0.643944137991639,2500,2396.04688935062,1,1.5376156565153,NA,NA,NA
"46","fixed.scrub.beach",-99999,5,425909.673298519,425909.785868876,2.55760802031712e-08,0.651954587351317,-212949.83664926,11.6949779209681,11.7519432879635,5.43655947598745,1.00000000000045,2186.09052232755,2500,80.4267381504242,NA,NA,NA
"47","fixed.scrub.agric",-212946.480448344,5,425903.01681761,425903.129387966,0.0001389058763799,0.651991833853737,-212946.508408805,5.03849701199215,5.09546237799805,2.10831902100472,1,2500,724.18797661678,916.015546389833,NA,NA,NA
"48","fixed.scrub.water",-99999,5,425909.671446101,425909.784016457,7.30685088430053e-08,0.651953858481994,-212949.83572305,11.6931255029631,11.750090868969,5.43563326599542,1,2088.82096174958,2500,1235.85250280169,NA,NA,NA
"49","fixed.scrub.urban",-99999,5,425909.663071235,425909.775641591,2.01371469773617e-07,0.651952940416142,-212949.831535617,11.6847506369813,11.7417160029872,5.43144583300455,1,2500,1467.23964628029,38.4377919436397,NA,NA,NA
"50","fixed.beach.agric",-212947.817180924,5,425905.712199869,425905.824770225,0.000148139659186684,0.65185611981745,-212947.856099934,7.73387927096337,7.79084463696927,3.45601014999556,1,716.925903396491,2500,171.552626655644,NA,NA,NA
"51","fixed.beach.water",-212948.185272426,5,425903.930641388,425904.043211745,2.66285979675434e-05,0.651980268823173,-212946.965320694,5.95232078997651,6.00928615697194,2.5652309099969,18.012363165587,8.18075999160192,1,2500,NA,NA,NA
