"","surface","name","value","category","value.resc","category.focal"
"191","urban.water.agric.beach.opend","Feature1",144.801955618004,"all_else",143.801955618004,"urban"
"192","urban.water.agric.beach.opend","Feature2",1,"urban",0,"urban"
"193","urban.water.agric.beach.opend","Feature3",2500,"water",2499,"urban"
"194","urban.water.agric.beach.opend","Feature4",55.951782374299,"agric",54.951782374299,"urban"
"195","urban.water.agric.beach.opend","Feature5",1224.8881211646,"beach",1223.8881211646,"urban"
"196","urban.water.agric.beach.opend","Feature6",156.137831651818,"opend",155.137831651818,"urban"
"197","urban.water.agric.scrub.fixed","Feature1",1,"all_else",-2.81457706979381,"urban"
"198","urban.water.agric.scrub.fixed","Feature2",3.81457706979381,"urban",0,"urban"
"199","urban.water.agric.scrub.fixed","Feature3",79.7931933179202,"water",75.9786162481264,"urban"
"200","urban.water.agric.scrub.fixed","Feature4",2500,"agric",2496.18542293021,"urban"
"201","urban.water.agric.scrub.fixed","Feature5",630.929253894173,"scrub",627.114676824379,"urban"
"202","urban.water.agric.scrub.fixed","Feature6",2161.41817608696,"trees",2157.60359901717,"urban"
"203","urban.water.agric.scrub.opend","Feature1",1,"all_else",-40.5783188917731,"urban"
"204","urban.water.agric.scrub.opend","Feature2",41.5783188917731,"urban",0,"urban"
"205","urban.water.agric.scrub.opend","Feature3",516.400610385061,"water",474.822291493288,"urban"
"206","urban.water.agric.scrub.opend","Feature4",191.740629227927,"agric",150.162310336154,"urban"
"207","urban.water.agric.scrub.opend","Feature5",2500,"scrub",2458.42168110823,"urban"
"208","urban.water.agric.scrub.opend","Feature6",837.424652382563,"opend",795.84633349079,"urban"
"209","urban.water.agric.fixed.opend","Feature1",0.999999999999545,"all_else",-2122.70530051023,"urban"
"210","urban.water.agric.fixed.opend","Feature2",2123.70530051023,"urban",0,"urban"
"211","urban.water.agric.fixed.opend","Feature3",2500,"water",376.29469948977,"urban"
"212","urban.water.agric.fixed.opend","Feature4",198.015312286745,"agric",-1925.68998822348,"urban"
"213","urban.water.agric.fixed.opend","Feature5",2232.62411368233,"trees",108.9188131721,"urban"
"214","urban.water.agric.fixed.opend","Feature6",1147.40591882776,"opend",-976.29938168247,"urban"
"215","urban.water.beach.scrub.fixed","Feature1",1,"all_else",-200.924353322015,"urban"
"216","urban.water.beach.scrub.fixed","Feature2",201.924353322015,"urban",0,"urban"
"217","urban.water.beach.scrub.fixed","Feature3",825.029418475444,"water",623.105065153429,"urban"
"218","urban.water.beach.scrub.fixed","Feature4",1471.65760698832,"beach",1269.7332536663,"urban"
"219","urban.water.beach.scrub.fixed","Feature5",593.701070088276,"scrub",391.776716766261,"urban"
"220","urban.water.beach.scrub.fixed","Feature6",2500,"trees",2298.07564667798,"urban"
"221","urban.water.beach.scrub.opend","Feature1",1.00000000000045,"all_else",-4.44940788708073,"urban"
"222","urban.water.beach.scrub.opend","Feature2",5.44940788708118,"urban",0,"urban"
"223","urban.water.beach.scrub.opend","Feature3",2329.51258488373,"water",2324.06317699665,"urban"
"224","urban.water.beach.scrub.opend","Feature4",458.94691681784,"beach",453.497508930759,"urban"
"225","urban.water.beach.scrub.opend","Feature5",2500,"scrub",2494.55059211292,"urban"
"226","urban.water.beach.scrub.opend","Feature6",1870.00319948424,"opend",1864.55379159716,"urban"
"227","urban.water.beach.fixed.opend","Feature1",1,"all_else",-1180.73577703306,"urban"
"228","urban.water.beach.fixed.opend","Feature2",1181.73577703306,"urban",0,"urban"
"229","urban.water.beach.fixed.opend","Feature3",1274.59015265839,"water",92.85437562533,"urban"
"230","urban.water.beach.fixed.opend","Feature4",2108.93048673413,"beach",927.19470970107,"urban"
"231","urban.water.beach.fixed.opend","Feature5",2500,"trees",1318.26422296694,"urban"
"232","urban.water.beach.fixed.opend","Feature6",1884.62449361147,"opend",702.88871657841,"urban"
"233","urban.water.scrub.fixed.opend","Feature1",1,"all_else",-1090.54808915179,"urban"
"234","urban.water.scrub.fixed.opend","Feature2",1091.54808915179,"urban",0,"urban"
"235","urban.water.scrub.fixed.opend","Feature3",87.5594160467481,"water",-1003.98867310504,"urban"
"236","urban.water.scrub.fixed.opend","Feature4",2500,"scrub",1408.45191084821,"urban"
"237","urban.water.scrub.fixed.opend","Feature5",52.2940215856956,"trees",-1039.25406756609,"urban"
"238","urban.water.scrub.fixed.opend","Feature6",134.111300050344,"opend",-957.436789101446,"urban"
"239","urban.agric.beach.scrub.fixed","Feature1",2.50918394098335,"all_else",1.50918394098335,"urban"
"240","urban.agric.beach.scrub.fixed","Feature2",1,"urban",0,"urban"
"241","urban.agric.beach.scrub.fixed","Feature3",2500,"agric",2499,"urban"
"242","urban.agric.beach.scrub.fixed","Feature4",549.62993259148,"beach",548.62993259148,"urban"
"243","urban.agric.beach.scrub.fixed","Feature5",638.384794712088,"scrub",637.384794712088,"urban"
"244","urban.agric.beach.scrub.fixed","Feature6",2187.85437578478,"trees",2186.85437578478,"urban"
"245","urban.agric.beach.scrub.opend","Feature1",1,"all_else",-16.1255354028995,"urban"
"246","urban.agric.beach.scrub.opend","Feature2",17.1255354028995,"urban",0,"urban"
"247","urban.agric.beach.scrub.opend","Feature3",461.023853325201,"agric",443.898317922301,"urban"
"248","urban.agric.beach.scrub.opend","Feature4",703.854746499955,"beach",686.729211097056,"urban"
"249","urban.agric.beach.scrub.opend","Feature5",2500,"scrub",2482.8744645971,"urban"
"250","urban.agric.beach.scrub.opend","Feature6",1594.29037925305,"opend",1577.16484385015,"urban"
"251","urban.agric.beach.fixed.opend","Feature1",1,"all_else",-1999.93340252196,"urban"
"252","urban.agric.beach.fixed.opend","Feature2",2000.93340252196,"urban",0,"urban"
"253","urban.agric.beach.fixed.opend","Feature3",4.72853349705611,"agric",-1996.2048690249,"urban"
"254","urban.agric.beach.fixed.opend","Feature4",2135.03354628163,"beach",134.10014375967,"urban"
"255","urban.agric.beach.fixed.opend","Feature5",1624.04600230448,"trees",-376.88740021748,"urban"
"256","urban.agric.beach.fixed.opend","Feature6",2500,"opend",499.06659747804,"urban"
"257","urban.agric.scrub.fixed.opend","Feature1",1,"all_else",-222.455491681363,"urban"
"258","urban.agric.scrub.fixed.opend","Feature2",223.455491681363,"urban",0,"urban"
"259","urban.agric.scrub.fixed.opend","Feature3",2500,"agric",2276.54450831864,"urban"
"260","urban.agric.scrub.fixed.opend","Feature4",1612.12726540096,"scrub",1388.6717737196,"urban"
"261","urban.agric.scrub.fixed.opend","Feature5",650.153113996339,"trees",426.697622314976,"urban"
"262","urban.agric.scrub.fixed.opend","Feature6",974.344995178473,"opend",750.88950349711,"urban"
"263","urban.beach.scrub.fixed.opend","Feature1",1,"all_else",-481.736512936202,"urban"
"264","urban.beach.scrub.fixed.opend","Feature2",482.736512936202,"urban",0,"urban"
"265","urban.beach.scrub.fixed.opend","Feature3",1950.73706619572,"beach",1468.00055325952,"urban"
"266","urban.beach.scrub.fixed.opend","Feature4",320.114607966026,"scrub",-162.621904970176,"urban"
"267","urban.beach.scrub.fixed.opend","Feature5",2500,"trees",2017.2634870638,"urban"
"268","urban.beach.scrub.fixed.opend","Feature6",2230.75676478382,"opend",1748.02025184762,"urban"
"269","urban.water.agric.beach.scrub.fixed","Feature1",2.07384695627161,"all_else",1.07384695627161,"urban"
"270","urban.water.agric.beach.scrub.fixed","Feature2",1,"urban",0,"urban"
"271","urban.water.agric.beach.scrub.fixed","Feature3",118.500566128755,"water",117.500566128755,"urban"
"272","urban.water.agric.beach.scrub.fixed","Feature4",2205.46826427847,"agric",2204.46826427847,"urban"
"273","urban.water.agric.beach.scrub.fixed","Feature5",2500,"beach",2499,"urban"
"274","urban.water.agric.beach.scrub.fixed","Feature6",599.234689514223,"scrub",598.234689514223,"urban"
"275","urban.water.agric.beach.scrub.fixed","Feature7",2049.23698071361,"trees",2048.23698071361,"urban"
"276","urban.water.agric.beach.scrub.opend","Feature1",1,"all_else",-13.1730844293029,"urban"
"277","urban.water.agric.beach.scrub.opend","Feature2",14.1730844293029,"urban",0,"urban"
"278","urban.water.agric.beach.scrub.opend","Feature3",2276.3114722496,"water",2262.1383878203,"urban"
"279","urban.water.agric.beach.scrub.opend","Feature4",470.074250966829,"agric",455.901166537526,"urban"
"280","urban.water.agric.beach.scrub.opend","Feature5",1752.49261139797,"beach",1738.31952696867,"urban"
"281","urban.water.agric.beach.scrub.opend","Feature6",2500,"scrub",2485.8269155707,"urban"
"282","urban.water.agric.beach.scrub.opend","Feature7",1501.08032035868,"opend",1486.90723592938,"urban"
"283","urban.water.agric.beach.fixed.opend","Feature1",1.37152584223622,"all_else",-19.2063796232615,"urban"
"284","urban.water.agric.beach.fixed.opend","Feature2",20.5779054654977,"urban",0,"urban"
"285","urban.water.agric.beach.fixed.opend","Feature3",1,"water",-19.5779054654977,"urban"
"286","urban.water.agric.beach.fixed.opend","Feature4",2500,"agric",2479.4220945345,"urban"
"287","urban.water.agric.beach.fixed.opend","Feature5",826.819095528306,"beach",806.241190062808,"urban"
"288","urban.water.agric.beach.fixed.opend","Feature6",1151.09669181226,"trees",1130.51878634676,"urban"
"289","urban.water.agric.beach.fixed.opend","Feature7",692.945169827139,"opend",672.367264361641,"urban"
"290","urban.water.agric.scrub.fixed.opend","Feature1",1,"all_else",-2210.09884289464,"urban"
"291","urban.water.agric.scrub.fixed.opend","Feature2",2211.09884289464,"urban",0,"urban"
"292","urban.water.agric.scrub.fixed.opend","Feature3",893.217481198041,"water",-1317.8813616966,"urban"
"293","urban.water.agric.scrub.fixed.opend","Feature4",970.869271775182,"agric",-1240.22957111946,"urban"
"294","urban.water.agric.scrub.fixed.opend","Feature5",2500,"scrub",288.90115710536,"urban"
"295","urban.water.agric.scrub.fixed.opend","Feature6",1472.54491180357,"trees",-738.55393109107,"urban"
"296","urban.water.agric.scrub.fixed.opend","Feature7",2216.1142909934,"opend",5.01544809876032,"urban"
"297","urban.water.beach.scrub.fixed.opend","Feature1",1,"all_else",-1000.69071009757,"urban"
"298","urban.water.beach.scrub.fixed.opend","Feature2",1001.69071009757,"urban",0,"urban"
"299","urban.water.beach.scrub.fixed.opend","Feature3",1788.23227850656,"water",786.54156840899,"urban"
"300","urban.water.beach.scrub.fixed.opend","Feature4",1964.08212039874,"beach",962.39141030117,"urban"
"301","urban.water.beach.scrub.fixed.opend","Feature5",141.58602278472,"scrub",-860.10468731285,"urban"
"302","urban.water.beach.scrub.fixed.opend","Feature6",1919.5611866812,"trees",917.87047658363,"urban"
"303","urban.water.beach.scrub.fixed.opend","Feature7",2500,"opend",1498.30928990243,"urban"
"304","urban.agric.beach.scrub.fixed.opend","Feature1",1,"all_else",-1431.68788510798,"urban"
"305","urban.agric.beach.scrub.fixed.opend","Feature2",1432.68788510798,"urban",0,"urban"
"306","urban.agric.beach.scrub.fixed.opend","Feature3",1360.04802506507,"agric",-72.63986004291,"urban"
"307","urban.agric.beach.scrub.fixed.opend","Feature4",1.774460818237,"beach",-1430.91342428974,"urban"
"308","urban.agric.beach.scrub.fixed.opend","Feature5",403.962620938356,"scrub",-1028.72526416962,"urban"
"309","urban.agric.beach.scrub.fixed.opend","Feature6",2500,"trees",1067.31211489202,"urban"
"310","urban.agric.beach.scrub.fixed.opend","Feature7",802.959698859604,"opend",-629.728186248376,"urban"
"311","urban.water.agric.beach.scrub.fixed.opend","Feature1",1,"urban",0,"urban"
"312","urban.water.agric.beach.scrub.fixed.opend","Feature2",507.688268373746,"water",506.688268373746,"urban"
"313","urban.water.agric.beach.scrub.fixed.opend","Feature3",441.329222011916,"agric",440.329222011916,"urban"
"314","urban.water.agric.beach.scrub.fixed.opend","Feature4",2049.68575745526,"beach",2048.68575745526,"urban"
"315","urban.water.agric.beach.scrub.fixed.opend","Feature5",2500,"scrub",2499,"urban"
"316","urban.water.agric.beach.scrub.fixed.opend","Feature6",1217.22277735467,"trees",1216.22277735467,"urban"
"317","urban.water.agric.beach.scrub.fixed.opend","Feature7",2188.11824742781,"opend",2187.11824742781,"urban"
"318","urban.water","Feature1",2500,"all_else",2499,"water"
"319","urban.water","Feature2",8.0808271217752,"urban",7.0808271217752,"water"
"320","urban.water","Feature3",1,"water",0,"water"
"321","water.agric","Feature1",1,"all_else",-15.4349013626984,"water"
"322","water.agric","Feature2",16.4349013626984,"water",0,"water"
"323","water.agric","Feature3",2500,"agric",2483.5650986373,"water"
"324","water.beach","Feature1",1,"all_else",-3.90019305152737,"water"
"325","water.beach","Feature2",4.90019305152737,"water",0,"water"
"326","water.beach","Feature3",2500,"beach",2495.09980694847,"water"
"327","water.scrub","Feature1",1.21000039681121,"all_else",0.21000039681121,"water"
"328","water.scrub","Feature2",1,"water",0,"water"
"329","water.scrub","Feature3",2500,"scrub",2499,"water"
