"","surface","name","value","category","value.resc","category.focal"
"533","urban.water.beach.scrub.fixed","Feature2",201.924353322015,"urban",-623.105065153429,"water"
"534","urban.water.beach.scrub.fixed","Feature3",825.029418475444,"water",0,"water"
"535","urban.water.beach.scrub.fixed","Feature4",1471.65760698832,"beach",646.628188512876,"water"
"536","urban.water.beach.scrub.fixed","Feature5",593.701070088276,"scrub",-231.328348387168,"water"
"537","urban.water.beach.scrub.fixed","Feature6",2500,"trees",1674.97058152456,"water"
"538","urban.water.beach.scrub.opend","Feature1",1.00000000000045,"all_else",-2328.51258488373,"water"
"539","urban.water.beach.scrub.opend","Feature2",5.44940788708118,"urban",-2324.06317699665,"water"
"540","urban.water.beach.scrub.opend","Feature3",2329.51258488373,"water",0,"water"
"541","urban.water.beach.scrub.opend","Feature4",458.94691681784,"beach",-1870.56566806589,"water"
"542","urban.water.beach.scrub.opend","Feature5",2500,"scrub",170.48741511627,"water"
"543","urban.water.beach.scrub.opend","Feature6",1870.00319948424,"opend",-459.50938539949,"water"
"544","urban.water.beach.fixed.opend","Feature1",1,"all_else",-1273.59015265839,"water"
"545","urban.water.beach.fixed.opend","Feature2",1181.73577703306,"urban",-92.85437562533,"water"
"546","urban.water.beach.fixed.opend","Feature3",1274.59015265839,"water",0,"water"
"547","urban.water.beach.fixed.opend","Feature4",2108.93048673413,"beach",834.34033407574,"water"
"548","urban.water.beach.fixed.opend","Feature5",2500,"trees",1225.40984734161,"water"
"549","urban.water.beach.fixed.opend","Feature6",1884.62449361147,"opend",610.03434095308,"water"
"550","urban.water.scrub.fixed.opend","Feature1",1,"all_else",-86.5594160467481,"water"
"551","urban.water.scrub.fixed.opend","Feature2",1091.54808915179,"urban",1003.98867310504,"water"
"552","urban.water.scrub.fixed.opend","Feature3",87.5594160467481,"water",0,"water"
"553","urban.water.scrub.fixed.opend","Feature4",2500,"scrub",2412.44058395325,"water"
"554","urban.water.scrub.fixed.opend","Feature5",52.2940215856956,"trees",-35.2653944610525,"water"
"555","urban.water.scrub.fixed.opend","Feature6",134.111300050344,"opend",46.5518840035959,"water"
"556","water.agric.beach.scrub.fixed","Feature1",1,"all_else",-125.51383406969,"water"
"557","water.agric.beach.scrub.fixed","Feature2",126.51383406969,"water",0,"water"
"558","water.agric.beach.scrub.fixed","Feature3",2500,"agric",2373.48616593031,"water"
"559","water.agric.beach.scrub.fixed","Feature4",267.652471816495,"beach",141.138637746805,"water"
"560","water.agric.beach.scrub.fixed","Feature5",692.786399628881,"scrub",566.272565559191,"water"
"561","water.agric.beach.scrub.fixed","Feature6",2381.54290914878,"trees",2255.02907507909,"water"
"562","water.agric.beach.scrub.opend","Feature1",1,"all_else",-1276.82482235575,"water"
"563","water.agric.beach.scrub.opend","Feature2",1277.82482235575,"water",0,"water"
"564","water.agric.beach.scrub.opend","Feature3",460.592486484313,"agric",-817.232335871437,"water"
"565","water.agric.beach.scrub.opend","Feature4",680.363895919539,"beach",-597.460926436211,"water"
"566","water.agric.beach.scrub.opend","Feature5",2500,"scrub",1222.17517764425,"water"
"567","water.agric.beach.scrub.opend","Feature6",1476.90642376543,"opend",199.08160140968,"water"
"568","water.agric.beach.fixed.opend","Feature1",1.81569951835991,"all_else",-2498.18430048164,"water"
"569","water.agric.beach.fixed.opend","Feature2",2500,"water",0,"water"
"570","water.agric.beach.fixed.opend","Feature3",247.417807248912,"agric",-2252.58219275109,"water"
"571","water.agric.beach.fixed.opend","Feature4",1,"beach",-2499,"water"
"572","water.agric.beach.fixed.opend","Feature5",1157.02673142898,"trees",-1342.97326857102,"water"
"573","water.agric.beach.fixed.opend","Feature6",129.633208602631,"opend",-2370.36679139737,"water"
"574","water.agric.scrub.fixed.opend","Feature1",2.00178470792252,"all_else",1.00178470792252,"water"
"575","water.agric.scrub.fixed.opend","Feature2",1,"water",0,"water"
"576","water.agric.scrub.fixed.opend","Feature3",2500,"agric",2499,"water"
"577","water.agric.scrub.fixed.opend","Feature4",760.734919327961,"scrub",759.734919327961,"water"
"578","water.agric.scrub.fixed.opend","Feature5",2136.63240225426,"trees",2135.63240225426,"water"
"579","water.agric.scrub.fixed.opend","Feature6",220.098732967995,"opend",219.098732967995,"water"
"580","water.beach.scrub.fixed.opend","Feature1",1,"all_else",-2362.51687439921,"water"
"581","water.beach.scrub.fixed.opend","Feature2",2363.51687439921,"water",0,"water"
"582","water.beach.scrub.fixed.opend","Feature3",2500,"beach",136.48312560079,"water"
"583","water.beach.scrub.fixed.opend","Feature4",1720.8277712935,"scrub",-642.68910310571,"water"
"584","water.beach.scrub.fixed.opend","Feature5",1092.59566143185,"trees",-1270.92121296736,"water"
"585","water.beach.scrub.fixed.opend","Feature6",1770.37921014384,"opend",-593.13766425537,"water"
"586","urban.water.agric.beach.scrub.fixed","Feature1",2.07384695627161,"all_else",-116.426719172483,"water"
"587","urban.water.agric.beach.scrub.fixed","Feature2",1,"urban",-117.500566128755,"water"
"588","urban.water.agric.beach.scrub.fixed","Feature3",118.500566128755,"water",0,"water"
"589","urban.water.agric.beach.scrub.fixed","Feature4",2205.46826427847,"agric",2086.96769814972,"water"
"590","urban.water.agric.beach.scrub.fixed","Feature5",2500,"beach",2381.49943387124,"water"
"591","urban.water.agric.beach.scrub.fixed","Feature6",599.234689514223,"scrub",480.734123385468,"water"
"592","urban.water.agric.beach.scrub.fixed","Feature7",2049.23698071361,"trees",1930.73641458486,"water"
"593","urban.water.agric.beach.scrub.opend","Feature1",1,"all_else",-2275.3114722496,"water"
"594","urban.water.agric.beach.scrub.opend","Feature2",14.1730844293029,"urban",-2262.1383878203,"water"
"595","urban.water.agric.beach.scrub.opend","Feature3",2276.3114722496,"water",0,"water"
"596","urban.water.agric.beach.scrub.opend","Feature4",470.074250966829,"agric",-1806.23722128277,"water"
"597","urban.water.agric.beach.scrub.opend","Feature5",1752.49261139797,"beach",-523.81886085163,"water"
"598","urban.water.agric.beach.scrub.opend","Feature6",2500,"scrub",223.6885277504,"water"
"599","urban.water.agric.beach.scrub.opend","Feature7",1501.08032035868,"opend",-775.23115189092,"water"
"600","urban.water.agric.beach.fixed.opend","Feature1",1.37152584223622,"all_else",0.37152584223622,"water"
"601","urban.water.agric.beach.fixed.opend","Feature2",20.5779054654977,"urban",19.5779054654977,"water"
"602","urban.water.agric.beach.fixed.opend","Feature3",1,"water",0,"water"
"603","urban.water.agric.beach.fixed.opend","Feature4",2500,"agric",2499,"water"
"604","urban.water.agric.beach.fixed.opend","Feature5",826.819095528306,"beach",825.819095528306,"water"
"605","urban.water.agric.beach.fixed.opend","Feature6",1151.09669181226,"trees",1150.09669181226,"water"
"606","urban.water.agric.beach.fixed.opend","Feature7",692.945169827139,"opend",691.945169827139,"water"
"607","urban.water.agric.scrub.fixed.opend","Feature1",1,"all_else",-892.217481198041,"water"
"608","urban.water.agric.scrub.fixed.opend","Feature2",2211.09884289464,"urban",1317.8813616966,"water"
"609","urban.water.agric.scrub.fixed.opend","Feature3",893.217481198041,"water",0,"water"
"610","urban.water.agric.scrub.fixed.opend","Feature4",970.869271775182,"agric",77.651790577141,"water"
"611","urban.water.agric.scrub.fixed.opend","Feature5",2500,"scrub",1606.78251880196,"water"
"612","urban.water.agric.scrub.fixed.opend","Feature6",1472.54491180357,"trees",579.327430605529,"water"
"613","urban.water.agric.scrub.fixed.opend","Feature7",2216.1142909934,"opend",1322.89680979536,"water"
"614","urban.water.beach.scrub.fixed.opend","Feature1",1,"all_else",-1787.23227850656,"water"
"615","urban.water.beach.scrub.fixed.opend","Feature2",1001.69071009757,"urban",-786.54156840899,"water"
"616","urban.water.beach.scrub.fixed.opend","Feature3",1788.23227850656,"water",0,"water"
"617","urban.water.beach.scrub.fixed.opend","Feature4",1964.08212039874,"beach",175.84984189218,"water"
"618","urban.water.beach.scrub.fixed.opend","Feature5",141.58602278472,"scrub",-1646.64625572184,"water"
"619","urban.water.beach.scrub.fixed.opend","Feature6",1919.5611866812,"trees",131.32890817464,"water"
"620","urban.water.beach.scrub.fixed.opend","Feature7",2500,"opend",711.76772149344,"water"
"621","water.agric.beach.scrub.fixed.opend","Feature1",1,"all_else",-986.766814085011,"water"
"622","water.agric.beach.scrub.fixed.opend","Feature2",987.766814085011,"water",0,"water"
"623","water.agric.beach.scrub.fixed.opend","Feature3",462.715187000656,"agric",-525.051627084355,"water"
"624","water.agric.beach.scrub.fixed.opend","Feature4",2435.40834713049,"beach",1447.64153304548,"water"
"625","water.agric.beach.scrub.fixed.opend","Feature5",2500,"scrub",1512.23318591499,"water"
"626","water.agric.beach.scrub.fixed.opend","Feature6",1213.90868935495,"trees",226.141875269939,"water"
"627","water.agric.beach.scrub.fixed.opend","Feature7",2161.56540923534,"opend",1173.79859515033,"water"
"628","urban.water.agric.beach.scrub.fixed.opend","Feature1",1,"urban",-506.688268373746,"water"
"629","urban.water.agric.beach.scrub.fixed.opend","Feature2",507.688268373746,"water",0,"water"
"630","urban.water.agric.beach.scrub.fixed.opend","Feature3",441.329222011916,"agric",-66.35904636183,"water"
"631","urban.water.agric.beach.scrub.fixed.opend","Feature4",2049.68575745526,"beach",1541.99748908151,"water"
"632","urban.water.agric.beach.scrub.fixed.opend","Feature5",2500,"scrub",1992.31173162625,"water"
"633","urban.water.agric.beach.scrub.fixed.opend","Feature6",1217.22277735467,"trees",709.534508980924,"water"
"634","urban.water.agric.beach.scrub.fixed.opend","Feature7",2188.11824742781,"opend",1680.42997905406,"water"
"635","urban.agric","Feature1",1,"all_else",-205.58872817972,"agric"
"636","urban.agric","Feature2",2500,"urban",2293.41127182028,"agric"
"637","urban.agric","Feature3",206.58872817972,"agric",0,"agric"
"638","water.agric","Feature1",1,"all_else",-2499,"agric"
"639","water.agric","Feature2",16.4349013626984,"water",-2483.5650986373,"agric"
"640","water.agric","Feature3",2500,"agric",0,"agric"
"641","agric.beach","Feature1",1,"all_else",-7.69211770039146,"agric"
"642","agric.beach","Feature2",8.69211770039146,"agric",0,"agric"
"643","agric.beach","Feature3",2500,"beach",2491.30788229961,"agric"
"644","agric.scrub","Feature1",1,"all_else",-35.0573450042275,"agric"
"645","agric.scrub","Feature2",36.0573450042275,"agric",0,"agric"
"646","agric.scrub","Feature3",2500,"scrub",2463.94265499577,"agric"
"647","agric.fixed","Feature1",1,"all_else",-595.301991040499,"agric"
"648","agric.fixed","Feature2",596.301991040499,"agric",0,"agric"
"649","agric.fixed","Feature3",2500,"trees",1903.6980089595,"agric"
"650","agric.opend","Feature1",1,"all_else",-53.8471504472664,"agric"
"651","agric.opend","Feature2",54.8471504472664,"agric",0,"agric"
"652","agric.opend","Feature3",2500,"opend",2445.15284955273,"agric"
"653","urban.water.agric","Feature1",1,"all_else",-101.365816095055,"agric"
"654","urban.water.agric","Feature2",2500,"urban",2397.63418390495,"agric"
"655","urban.water.agric","Feature3",1041.2198263864,"water",938.854010291345,"agric"
"656","urban.water.agric","Feature4",102.365816095055,"agric",0,"agric"
"657","urban.agric.beach","Feature1",2496.6868713279,"all_else",1543.87738982902,"agric"
"658","urban.agric.beach","Feature2",1,"urban",-951.809481498878,"agric"
"659","urban.agric.beach","Feature3",952.809481498878,"agric",0,"agric"
"660","urban.agric.beach","Feature4",2500,"beach",1547.19051850112,"agric"
"661","urban.agric.scrub","Feature1",1,"all_else",-22.1095953676454,"agric"
"662","urban.agric.scrub","Feature2",1953.42093803003,"urban",1930.31134266238,"agric"
"663","urban.agric.scrub","Feature3",23.1095953676454,"agric",0,"agric"
"664","urban.agric.scrub","Feature4",2500,"scrub",2476.89040463235,"agric"
"665","urban.agric.fixed","Feature1",1,"all_else",-82.2133089424515,"agric"
"666","urban.agric.fixed","Feature2",2500,"urban",2416.78669105755,"agric"
"667","urban.agric.fixed","Feature3",83.2133089424515,"agric",0,"agric"
"668","urban.agric.fixed","Feature4",246.345098616554,"trees",163.131789674102,"agric"
"669","urban.agric.opend","Feature1",1,"all_else",-208.856901818282,"agric"
"670","urban.agric.opend","Feature2",2500,"urban",2290.14309818172,"agric"
"671","urban.agric.opend","Feature3",209.856901818282,"agric",0,"agric"
"672","urban.agric.opend","Feature4",3.59192225575725,"opend",-206.264979562525,"agric"
"673","water.agric.beach","Feature1",1,"all_else",-6.3840410359071,"agric"
"674","water.agric.beach","Feature2",15.2789936092245,"water",7.8949525733174,"agric"
"675","water.agric.beach","Feature3",7.3840410359071,"agric",0,"agric"
"676","water.agric.beach","Feature4",2500,"beach",2492.61595896409,"agric"
"677","water.agric.scrub","Feature1",1,"all_else",-29.7958346503519,"agric"
"678","water.agric.scrub","Feature2",887.636557279342,"water",856.84072262899,"agric"
"679","water.agric.scrub","Feature3",30.7958346503519,"agric",0,"agric"
"680","water.agric.scrub","Feature4",2500,"scrub",2469.20416534965,"agric"
"681","water.agric.fixed","Feature1",1,"all_else",-595.288035800835,"agric"
"682","water.agric.fixed","Feature2",149.854671361154,"water",-446.433364439681,"agric"
"683","water.agric.fixed","Feature3",596.288035800835,"agric",0,"agric"
"684","water.agric.fixed","Feature4",2500,"trees",1903.71196419916,"agric"
"685","water.agric.opend","Feature1",1,"all_else",-2027.76476473162,"agric"
"686","water.agric.opend","Feature2",519.429023751863,"water",-1509.33574097976,"agric"
"687","water.agric.opend","Feature3",2028.76476473162,"agric",0,"agric"
"688","water.agric.opend","Feature4",2500,"opend",471.23523526838,"agric"
"689","agric.beach.scrub","Feature1",3.91928104905355,"all_else",-735.394045897118,"agric"
"690","agric.beach.scrub","Feature2",739.313326946172,"agric",0,"agric"
"691","agric.beach.scrub","Feature3",2500,"beach",1760.68667305383,"agric"
"692","agric.beach.scrub","Feature4",1,"scrub",-738.313326946172,"agric"
"693","agric.beach.fixed","Feature1",1,"all_else",-200.522883148317,"agric"
"694","agric.beach.fixed","Feature2",201.522883148317,"agric",0,"agric"
"695","agric.beach.fixed","Feature3",2500,"beach",2298.47711685168,"agric"
"696","agric.beach.fixed","Feature4",842.909534107162,"trees",641.386650958845,"agric"
"697","agric.beach.opend","Feature1",1,"all_else",-89.4838973713813,"agric"
"698","agric.beach.opend","Feature2",90.4838973713813,"agric",0,"agric"
"699","agric.beach.opend","Feature3",577.054703135797,"beach",486.570805764416,"agric"
"700","agric.beach.opend","Feature4",2500,"opend",2409.51610262862,"agric"
"701","agric.scrub.fixed","Feature1",1,"all_else",-886.40318707445,"agric"
"702","agric.scrub.fixed","Feature2",887.40318707445,"agric",0,"agric"
"703","agric.scrub.fixed","Feature3",726.681902826729,"scrub",-160.721284247721,"agric"
"704","agric.scrub.fixed","Feature4",2500,"trees",1612.59681292555,"agric"
"705","agric.scrub.opend","Feature1",1,"all_else",-258.265410196034,"agric"
"706","agric.scrub.opend","Feature2",259.265410196034,"agric",0,"agric"
"707","agric.scrub.opend","Feature3",2500,"scrub",2240.73458980397,"agric"
"708","agric.scrub.opend","Feature4",972.233508814266,"opend",712.968098618232,"agric"
"709","agric.fixed.opend","Feature1",1,"all_else",-2499,"agric"
"710","agric.fixed.opend","Feature2",2500,"agric",0,"agric"
"711","agric.fixed.opend","Feature3",1507.58467652752,"trees",-992.41532347248,"agric"
"712","agric.fixed.opend","Feature4",925.400514033768,"opend",-1574.59948596623,"agric"
"713","urban.water.agric.beach","Feature1",74.8221909627973,"all_else",-59.7586747690877,"agric"
"714","urban.water.agric.beach","Feature2",1,"urban",-133.580865731885,"agric"
"715","urban.water.agric.beach","Feature3",1.93579205532433,"water",-132.645073676561,"agric"
"716","urban.water.agric.beach","Feature4",134.580865731885,"agric",0,"agric"
"717","urban.water.agric.beach","Feature5",2500,"beach",2365.41913426812,"agric"
"718","urban.water.agric.scrub","Feature1",1,"all_else",-12.1469985485492,"agric"
"719","urban.water.agric.scrub","Feature2",2500,"urban",2486.85300145145,"agric"
"720","urban.water.agric.scrub","Feature3",1532.47123833251,"water",1519.32423978396,"agric"
"721","urban.water.agric.scrub","Feature4",13.1469985485492,"agric",0,"agric"
"722","urban.water.agric.scrub","Feature5",1757.48177792734,"scrub",1744.33477937879,"agric"
"723","urban.water.agric.fixed","Feature1",1.22992486322528,"all_else",-82.9476808441118,"agric"
"724","urban.water.agric.fixed","Feature2",2500,"urban",2415.82239429266,"agric"
"725","urban.water.agric.fixed","Feature3",1,"water",-83.1776057073371,"agric"
"726","urban.water.agric.fixed","Feature4",84.1776057073371,"agric",0,"agric"
"727","urban.water.agric.fixed","Feature5",238.170972394386,"trees",153.993366687049,"agric"
"728","urban.water.agric.opend","Feature1",2.03166768213805,"all_else",-43.1705049889156,"agric"
"729","urban.water.agric.opend","Feature2",1104.73839883975,"urban",1059.5362261687,"agric"
"730","urban.water.agric.opend","Feature3",2500,"water",2454.79782732895,"agric"
"731","urban.water.agric.opend","Feature4",45.2021726710536,"agric",0,"agric"
"732","urban.water.agric.opend","Feature5",1,"opend",-44.2021726710536,"agric"
"733","urban.agric.beach.scrub","Feature1",2.04441519928469,"all_else",-30.7278999621085,"agric"
"734","urban.agric.beach.scrub","Feature2",2500,"urban",2467.22768483861,"agric"
"735","urban.agric.beach.scrub","Feature3",32.7723151613932,"agric",0,"agric"
"736","urban.agric.beach.scrub","Feature4",1,"beach",-31.7723151613932,"agric"
"737","urban.agric.beach.scrub","Feature5",1757.82063203065,"scrub",1725.04831686926,"agric"
"738","urban.agric.beach.fixed","Feature1",1,"all_else",-282.964064352807,"agric"
"739","urban.agric.beach.fixed","Feature2",2500,"urban",2216.03593564719,"agric"
"740","urban.agric.beach.fixed","Feature3",283.964064352807,"agric",0,"agric"
"741","urban.agric.beach.fixed","Feature4",7.03814808110747,"beach",-276.9259162717,"agric"
"742","urban.agric.beach.fixed","Feature5",841.410615996968,"trees",557.446551644161,"agric"
"743","urban.agric.beach.opend","Feature1",2041.93707774645,"all_else",1257.30750395386,"agric"
"744","urban.agric.beach.opend","Feature2",1,"urban",-783.629573792591,"agric"
"745","urban.agric.beach.opend","Feature3",784.629573792591,"agric",0,"agric"
"746","urban.agric.beach.opend","Feature4",2500,"beach",1715.37042620741,"agric"
"747","urban.agric.beach.opend","Feature5",2067.3229183516,"opend",1282.69334455901,"agric"
"748","urban.agric.scrub.fixed","Feature1",2.33942977760762,"all_else",-2497.66057022239,"agric"
"749","urban.agric.scrub.fixed","Feature2",1,"urban",-2499,"agric"
"750","urban.agric.scrub.fixed","Feature3",2500,"agric",0,"agric"
"751","urban.agric.scrub.fixed","Feature4",405.119874770955,"scrub",-2094.88012522905,"agric"
"752","urban.agric.scrub.fixed","Feature5",1386.76610458037,"trees",-1113.23389541963,"agric"
"753","urban.agric.scrub.opend","Feature1",1,"all_else",-229.020145882286,"agric"
"754","urban.agric.scrub.opend","Feature2",46.0576675281877,"urban",-183.962478354098,"agric"
"755","urban.agric.scrub.opend","Feature3",230.020145882286,"agric",0,"agric"
"756","urban.agric.scrub.opend","Feature4",2500,"scrub",2269.97985411771,"agric"
"757","urban.agric.scrub.opend","Feature5",987.500837646583,"opend",757.480691764297,"agric"
"758","urban.agric.fixed.opend","Feature1",1,"all_else",-973.413525871589,"agric"
"759","urban.agric.fixed.opend","Feature2",2500,"urban",1525.58647412841,"agric"
"760","urban.agric.fixed.opend","Feature3",974.413525871589,"agric",0,"agric"
"761","urban.agric.fixed.opend","Feature4",2240.93712629217,"trees",1266.52360042058,"agric"
"762","urban.agric.fixed.opend","Feature5",1509.78033929339,"opend",535.366813421801,"agric"
"763","water.agric.beach.scrub","Feature1",277.326740452663,"all_else",110.656551370602,"agric"
"764","water.agric.beach.scrub","Feature2",117.109186335214,"water",-49.561002746847,"agric"
"765","water.agric.beach.scrub","Feature3",166.670189082061,"agric",0,"agric"
"766","water.agric.beach.scrub","Feature4",1,"beach",-165.670189082061,"agric"
"767","water.agric.beach.scrub","Feature5",2500,"scrub",2333.32981091794,"agric"
"768","water.agric.beach.fixed","Feature1",1.86123071695465,"all_else",-150.099355959409,"agric"
"769","water.agric.beach.fixed","Feature2",2500,"water",2348.03941332364,"agric"
"770","water.agric.beach.fixed","Feature3",151.960586676364,"agric",0,"agric"
"771","water.agric.beach.fixed","Feature4",1,"beach",-150.960586676364,"agric"
"772","water.agric.beach.fixed","Feature5",634.176094378905,"trees",482.215507702541,"agric"
"773","water.agric.beach.opend","Feature1",1,"all_else",-1888.81769646331,"agric"
"774","water.agric.beach.opend","Feature2",498.819221605002,"water",-1390.99847485831,"agric"
"775","water.agric.beach.opend","Feature3",1889.81769646331,"agric",0,"agric"
"776","water.agric.beach.opend","Feature4",644.583757077773,"beach",-1245.23393938554,"agric"
"777","water.agric.beach.opend","Feature5",2500,"opend",610.18230353669,"agric"
"778","water.agric.scrub.fixed","Feature1",1,"all_else",-2499,"agric"
"779","water.agric.scrub.fixed","Feature2",172.241208932142,"water",-2327.75879106786,"agric"
"780","water.agric.scrub.fixed","Feature3",2500,"agric",0,"agric"
"781","water.agric.scrub.fixed","Feature4",678.320070425339,"scrub",-1821.67992957466,"agric"
"782","water.agric.scrub.fixed","Feature5",2339.65909434904,"trees",-160.34090565096,"agric"
"783","water.agric.scrub.opend","Feature1",1,"all_else",-364.510263753712,"agric"
"784","water.agric.scrub.opend","Feature2",828.841793487216,"water",463.331529733504,"agric"
"785","water.agric.scrub.opend","Feature3",365.510263753712,"agric",0,"agric"
"786","water.agric.scrub.opend","Feature4",2500,"scrub",2134.48973624629,"agric"
"787","water.agric.scrub.opend","Feature5",980.881359202888,"opend",615.371095449176,"agric"
"788","water.agric.fixed.opend","Feature1",1,"all_else",-323.260679550875,"agric"
"789","water.agric.fixed.opend","Feature2",2500,"water",2175.73932044912,"agric"
"790","water.agric.fixed.opend","Feature3",324.260679550875,"agric",0,"agric"
"791","water.agric.fixed.opend","Feature4",1527.46932488112,"trees",1203.20864533024,"agric"
"792","water.agric.fixed.opend","Feature5",168.973504211813,"opend",-155.287175339062,"agric"
"793","agric.beach.scrub.fixed","Feature1",1,"all_else",-2499,"agric"
"794","agric.beach.scrub.fixed","Feature2",2500,"agric",0,"agric"
"795","agric.beach.scrub.fixed","Feature3",1668.78073348278,"beach",-831.21926651722,"agric"
"796","agric.beach.scrub.fixed","Feature4",688.016116706402,"scrub",-1811.9838832936,"agric"
"797","agric.beach.scrub.fixed","Feature5",2369.10039050868,"trees",-130.89960949132,"agric"
"798","agric.beach.scrub.opend","Feature1",1,"all_else",-467.217410655451,"agric"
"799","agric.beach.scrub.opend","Feature2",468.217410655451,"agric",0,"agric"
"800","agric.beach.scrub.opend","Feature3",685.941419807941,"beach",217.72400915249,"agric"
"801","agric.beach.scrub.opend","Feature4",2500,"scrub",2031.78258934455,"agric"
"802","agric.beach.scrub.opend","Feature5",1524.11113862599,"opend",1055.89372797054,"agric"
"803","agric.beach.fixed.opend","Feature1",1,"all_else",-584.44788028429,"agric"
"804","agric.beach.fixed.opend","Feature2",585.44788028429,"agric",0,"agric"
"805","agric.beach.fixed.opend","Feature3",2500,"beach",1914.55211971571,"agric"
"806","agric.beach.fixed.opend","Feature4",340.929299221671,"trees",-244.518581062619,"agric"
"807","agric.beach.fixed.opend","Feature5",225.974466706095,"opend",-359.473413578195,"agric"
"808","agric.scrub.fixed.opend","Feature1",1,"all_else",-2499,"agric"
"809","agric.scrub.fixed.opend","Feature2",2500,"agric",0,"agric"
"810","agric.scrub.fixed.opend","Feature3",1004.10262263251,"scrub",-1495.89737736749,"agric"
"811","agric.scrub.fixed.opend","Feature4",2357.53427506378,"trees",-142.46572493622,"agric"
"812","agric.scrub.fixed.opend","Feature5",313.842390034289,"opend",-2186.15760996571,"agric"
"813","urban.water.agric.beach.scrub","Feature1",1,"all_else",-2147.34991365125,"agric"
"814","urban.water.agric.beach.scrub","Feature2",2037.89081756464,"urban",-110.45909608661,"agric"
"815","urban.water.agric.beach.scrub","Feature3",585.495292059341,"water",-1562.85462159191,"agric"
"816","urban.water.agric.beach.scrub","Feature4",2148.34991365125,"agric",0,"agric"
"817","urban.water.agric.beach.scrub","Feature5",229.920135235741,"beach",-1918.42977841551,"agric"
"818","urban.water.agric.beach.scrub","Feature6",2500,"scrub",351.65008634875,"agric"
"819","urban.water.agric.beach.fixed","Feature1",1.19432949275915,"all_else",-591.72297857248,"agric"
"820","urban.water.agric.beach.fixed","Feature2",47.2590824541326,"urban",-545.658225611106,"agric"
"821","urban.water.agric.beach.fixed","Feature3",1,"water",-591.917308065239,"agric"
"822","urban.water.agric.beach.fixed","Feature4",592.917308065239,"agric",0,"agric"
"823","urban.water.agric.beach.fixed","Feature5",910.825197360332,"beach",317.907889295093,"agric"
"824","urban.water.agric.beach.fixed","Feature6",2500,"trees",1907.08269193476,"agric"
"825","urban.water.agric.beach.opend","Feature1",144.801955618004,"all_else",88.850173243705,"agric"
"826","urban.water.agric.beach.opend","Feature2",1,"urban",-54.951782374299,"agric"
"827","urban.water.agric.beach.opend","Feature3",2500,"water",2444.0482176257,"agric"
"828","urban.water.agric.beach.opend","Feature4",55.951782374299,"agric",0,"agric"
"829","urban.water.agric.beach.opend","Feature5",1224.8881211646,"beach",1168.9363387903,"agric"
"830","urban.water.agric.beach.opend","Feature6",156.137831651818,"opend",100.186049277519,"agric"
"831","urban.water.agric.scrub.fixed","Feature1",1,"all_else",-2499,"agric"
"832","urban.water.agric.scrub.fixed","Feature2",3.81457706979381,"urban",-2496.18542293021,"agric"
"833","urban.water.agric.scrub.fixed","Feature3",79.7931933179202,"water",-2420.20680668208,"agric"
"834","urban.water.agric.scrub.fixed","Feature4",2500,"agric",0,"agric"
"835","urban.water.agric.scrub.fixed","Feature5",630.929253894173,"scrub",-1869.07074610583,"agric"
"836","urban.water.agric.scrub.fixed","Feature6",2161.41817608696,"trees",-338.58182391304,"agric"
"837","urban.water.agric.scrub.opend","Feature1",1,"all_else",-190.740629227927,"agric"
"838","urban.water.agric.scrub.opend","Feature2",41.5783188917731,"urban",-150.162310336154,"agric"
"839","urban.water.agric.scrub.opend","Feature3",516.400610385061,"water",324.659981157134,"agric"
"840","urban.water.agric.scrub.opend","Feature4",191.740629227927,"agric",0,"agric"
"841","urban.water.agric.scrub.opend","Feature5",2500,"scrub",2308.25937077207,"agric"
"842","urban.water.agric.scrub.opend","Feature6",837.424652382563,"opend",645.684023154636,"agric"
"843","urban.water.agric.fixed.opend","Feature1",0.999999999999545,"all_else",-197.015312286745,"agric"
"844","urban.water.agric.fixed.opend","Feature2",2123.70530051023,"urban",1925.68998822348,"agric"
"845","urban.water.agric.fixed.opend","Feature3",2500,"water",2301.98468771325,"agric"
"846","urban.water.agric.fixed.opend","Feature4",198.015312286745,"agric",0,"agric"
"847","urban.water.agric.fixed.opend","Feature5",2232.62411368233,"trees",2034.60880139559,"agric"
"848","urban.water.agric.fixed.opend","Feature6",1147.40591882776,"opend",949.390606541015,"agric"
"849","urban.agric.beach.scrub.fixed","Feature1",2.50918394098335,"all_else",-2497.49081605902,"agric"
"850","urban.agric.beach.scrub.fixed","Feature2",1,"urban",-2499,"agric"
"851","urban.agric.beach.scrub.fixed","Feature3",2500,"agric",0,"agric"
"852","urban.agric.beach.scrub.fixed","Feature4",549.62993259148,"beach",-1950.37006740852,"agric"
"853","urban.agric.beach.scrub.fixed","Feature5",638.384794712088,"scrub",-1861.61520528791,"agric"
"854","urban.agric.beach.scrub.fixed","Feature6",2187.85437578478,"trees",-312.14562421522,"agric"
"855","urban.agric.beach.scrub.opend","Feature1",1,"all_else",-460.023853325201,"agric"
"856","urban.agric.beach.scrub.opend","Feature2",17.1255354028995,"urban",-443.898317922301,"agric"
"857","urban.agric.beach.scrub.opend","Feature3",461.023853325201,"agric",0,"agric"
"858","urban.agric.beach.scrub.opend","Feature4",703.854746499955,"beach",242.830893174754,"agric"
"859","urban.agric.beach.scrub.opend","Feature5",2500,"scrub",2038.9761466748,"agric"
