"","surface","name","value","category","value.resc","category.focal"
"1","opend.urban","Feature1",2500,"all_else",2499,"urban"
"2","opend.urban","Feature2",1883.79993689291,"opend",1882.79993689291,"urban"
"3","opend.urban","Feature3",1,"urban",0,"urban"
"4","fixed.urban","Feature1",1,"all_else",-2499,"urban"
"5","fixed.urban","Feature2",631.098405310418,"trees",-1868.90159468958,"urban"
"6","fixed.urban","Feature3",2500,"urban",0,"urban"
"7","scrub.urban","Feature1",1,"all_else",-2499,"urban"
"8","scrub.urban","Feature2",1036.38639049457,"scrub",-1463.61360950543,"urban"
"9","scrub.urban","Feature3",2500,"urban",0,"urban"
"10","beach.urban","Feature1",2488.5434205779,"all_else",2487.5434205779,"urban"
"11","beach.urban","Feature2",2500,"beach",2499,"urban"
"12","beach.urban","Feature3",1,"urban",0,"urban"
"13","agric.urban","Feature1",1,"all_else",-2499,"urban"
"14","agric.urban","Feature2",206.673941759736,"agric",-2293.32605824026,"urban"
"15","agric.urban","Feature3",2500,"urban",0,"urban"
"16","water.urban","Feature1",2500,"all_else",2497.52074037241,"urban"
"17","water.urban","Feature2",1,"water",-1.479259627592,"urban"
"18","water.urban","Feature3",2.479259627592,"urban",0,"urban"
"19","opend.fixed.urban","Feature1",1,"all_else",-2499,"urban"
"20","opend.fixed.urban","Feature2",100.583736987969,"opend",-2399.41626301203,"urban"
"21","opend.fixed.urban","Feature3",533.738811649206,"trees",-1966.26118835079,"urban"
"22","opend.fixed.urban","Feature4",2500,"urban",0,"urban"
"23","opend.scrub.urban","Feature1",1,"all_else",-2499,"urban"
"24","opend.scrub.urban","Feature2",1827.16712626915,"opend",-672.83287373085,"urban"
"25","opend.scrub.urban","Feature3",203.495091573499,"scrub",-2296.5049084265,"urban"
"26","opend.scrub.urban","Feature4",2500,"urban",0,"urban"
"27","opend.beach.urban","Feature1",1.03882388389411,"all_else",0.03882388389411,"urban"
"28","opend.beach.urban","Feature2",1751.79706462613,"opend",1750.79706462613,"urban"
"29","opend.beach.urban","Feature3",2500,"beach",2499,"urban"
"30","opend.beach.urban","Feature4",1,"urban",0,"urban"
"31","opend.agric.urban","Feature1",1,"all_else",-11.8639990779934,"urban"
"32","opend.agric.urban","Feature2",2500,"opend",2487.13600092201,"urban"
"33","opend.agric.urban","Feature3",76.2942938707802,"agric",63.4302947927868,"urban"
"34","opend.agric.urban","Feature4",12.8639990779934,"urban",0,"urban"
"35","opend.water.urban","Feature1",2500,"all_else",2498.46238434348,"urban"
"36","opend.water.urban","Feature2",2396.04688935062,"opend",2394.5092736941,"urban"
"37","opend.water.urban","Feature3",1,"water",-0.5376156565153,"urban"
"38","opend.water.urban","Feature4",1.5376156565153,"urban",0,"urban"
"39","fixed.scrub.urban","Feature1",1,"all_else",-37.4377919436397,"urban"
"40","fixed.scrub.urban","Feature2",2500,"trees",2461.56220805636,"urban"
"41","fixed.scrub.urban","Feature3",1467.23964628029,"scrub",1428.80185433665,"urban"
"42","fixed.scrub.urban","Feature4",38.4377919436397,"urban",0,"urban"
"43","fixed.beach.urban","Feature1",137.892729990402,"all_else",-2362.1072700096,"urban"
"44","fixed.beach.urban","Feature2",332.931090506208,"trees",-2167.06890949379,"urban"
"45","fixed.beach.urban","Feature3",1,"beach",-2499,"urban"
"46","fixed.beach.urban","Feature4",2500,"urban",0,"urban"
"47","fixed.agric.urban","Feature1",1,"all_else",-2499,"urban"
"48","fixed.agric.urban","Feature2",233.985588605905,"trees",-2266.0144113941,"urban"
"49","fixed.agric.urban","Feature3",79.0799720929413,"agric",-2420.92002790706,"urban"
"50","fixed.agric.urban","Feature4",2500,"urban",0,"urban"
"51","fixed.water.urban","Feature1",1,"all_else",-2336.49566932319,"urban"
"52","fixed.water.urban","Feature2",583.423660798544,"trees",-1754.07200852465,"urban"
"53","fixed.water.urban","Feature3",2500,"water",162.50433067681,"urban"
"54","fixed.water.urban","Feature4",2337.49566932319,"urban",0,"urban"
"55","scrub.beach.urban","Feature1",2.41469476581369,"all_else",-1591.18338318251,"urban"
"56","scrub.beach.urban","Feature2",2500,"scrub",906.40192205168,"urban"
"57","scrub.beach.urban","Feature3",1,"beach",-1592.59807794832,"urban"
"58","scrub.beach.urban","Feature4",1593.59807794832,"urban",0,"urban"
"59","scrub.agric.urban","Feature1",1,"all_else",-2499,"urban"
"60","scrub.agric.urban","Feature2",702.617155014451,"scrub",-1797.38284498555,"urban"
"61","scrub.agric.urban","Feature3",14.2184446982146,"agric",-2485.78155530179,"urban"
"62","scrub.agric.urban","Feature4",2500,"urban",0,"urban"
"63","scrub.water.urban","Feature1",1.00000000000045,"all_else",-1596.20559249279,"urban"
"64","scrub.water.urban","Feature2",2500,"scrub",902.79440750721,"urban"
"65","scrub.water.urban","Feature3",2266.74265474397,"water",669.53706225118,"urban"
"66","scrub.water.urban","Feature4",1597.20559249279,"urban",0,"urban"
"67","beach.agric.urban","Feature1",2495.8784012081,"all_else",2494.8784012081,"urban"
"68","beach.agric.urban","Feature2",2500,"beach",2499,"urban"
"69","beach.agric.urban","Feature3",952.827603446413,"agric",951.827603446413,"urban"
"70","beach.agric.urban","Feature4",1,"urban",0,"urban"
"71","beach.water.urban","Feature1",508.784353375965,"all_else",507.781123750848,"urban"
"72","beach.water.urban","Feature2",2500,"beach",2498.99677037488,"urban"
"73","beach.water.urban","Feature3",1,"water",-0.00322962511745994,"urban"
"74","beach.water.urban","Feature4",1.00322962511746,"urban",0,"urban"
"75","agric.water.urban","Feature1",1,"all_else",-2499,"urban"
"76","agric.water.urban","Feature2",102.216195433451,"agric",-2397.78380456655,"urban"
"77","agric.water.urban","Feature3",1881.71141833108,"water",-618.28858166892,"urban"
"78","agric.water.urban","Feature4",2500,"urban",0,"urban"
"79","opend.fixed.scrub.urban","Feature1",1,"all_else",-1259.23618615483,"urban"
"80","opend.fixed.scrub.urban","Feature2",150.430539779767,"opend",-1109.80564637506,"urban"
"81","opend.fixed.scrub.urban","Feature3",63.1278354220035,"trees",-1197.10835073283,"urban"
"82","opend.fixed.scrub.urban","Feature4",2500,"scrub",1239.76381384517,"urban"
"83","opend.fixed.scrub.urban","Feature5",1260.23618615483,"urban",0,"urban"
"84","opend.fixed.beach.urban","Feature1",1,"all_else",-809.889611620351,"urban"
"85","opend.fixed.beach.urban","Feature2",2218.80253215876,"opend",1407.91292053841,"urban"
"86","opend.fixed.beach.urban","Feature3",2500,"trees",1689.11038837965,"urban"
"87","opend.fixed.beach.urban","Feature4",2112.90776753465,"beach",1302.0181559143,"urban"
"88","opend.fixed.beach.urban","Feature5",810.889611620351,"urban",0,"urban"
"89","opend.fixed.agric.urban","Feature1",1,"all_else",-2499,"urban"
"90","opend.fixed.agric.urban","Feature2",121.451566575808,"opend",-2378.54843342419,"urban"
"91","opend.fixed.agric.urban","Feature3",1098.45884200245,"trees",-1401.54115799755,"urban"
"92","opend.fixed.agric.urban","Feature4",51.4251005986998,"agric",-2448.5748994013,"urban"
"93","opend.fixed.agric.urban","Feature5",2500,"urban",0,"urban"
"94","opend.fixed.water.urban","Feature1",1,"all_else",-2499,"urban"
"95","opend.fixed.water.urban","Feature2",96.7540078623492,"opend",-2403.24599213765,"urban"
"96","opend.fixed.water.urban","Feature3",544.519120578989,"trees",-1955.48087942101,"urban"
"97","opend.fixed.water.urban","Feature4",7.53751157762781,"water",-2492.46248842237,"urban"
"98","opend.fixed.water.urban","Feature5",2500,"urban",0,"urban"
"99","opend.scrub.beach.urban","Feature1",41.2686313540385,"all_else",40.2686313540385,"urban"
"100","opend.scrub.beach.urban","Feature2",183.172511950305,"opend",182.172511950305,"urban"
"101","opend.scrub.beach.urban","Feature3",284.184793576125,"scrub",283.184793576125,"urban"
"102","opend.scrub.beach.urban","Feature4",2500,"beach",2499,"urban"
"103","opend.scrub.beach.urban","Feature5",1,"urban",0,"urban"
"104","opend.scrub.agric.urban","Feature1",1,"all_else",-43.5162029887474,"urban"
"105","opend.scrub.agric.urban","Feature2",967.058964280892,"opend",922.542761292145,"urban"
"106","opend.scrub.agric.urban","Feature3",2500,"scrub",2455.48379701125,"urban"
"107","opend.scrub.agric.urban","Feature4",226.079533571016,"agric",181.563330582269,"urban"
"108","opend.scrub.agric.urban","Feature5",44.5162029887474,"urban",0,"urban"
"109","opend.scrub.water.urban","Feature1",1,"all_else",-2499,"urban"
"110","opend.scrub.water.urban","Feature2",1503.36663520637,"opend",-996.63336479363,"urban"
"111","opend.scrub.water.urban","Feature3",212.478041605722,"scrub",-2287.52195839428,"urban"
"112","opend.scrub.water.urban","Feature4",2061.07521920942,"water",-438.92478079058,"urban"
"113","opend.scrub.water.urban","Feature5",2500,"urban",0,"urban"
"114","opend.beach.agric.urban","Feature1",49.1075011879952,"all_else",48.1075011879952,"urban"
"115","opend.beach.agric.urban","Feature2",224.844149524196,"opend",223.844149524196,"urban"
"116","opend.beach.agric.urban","Feature3",2500,"beach",2499,"urban"
"117","opend.beach.agric.urban","Feature4",225.045520851319,"agric",224.045520851319,"urban"
"118","opend.beach.agric.urban","Feature5",1,"urban",0,"urban"
"119","opend.beach.water.urban","Feature1",1,"all_else",-2.00457288199277,"urban"
"120","opend.beach.water.urban","Feature2",437.054430110024,"opend",434.049857228031,"urban"
"121","opend.beach.water.urban","Feature3",2500,"beach",2496.99542711801,"urban"
"122","opend.beach.water.urban","Feature4",8.20698367584191,"water",5.20241079384914,"urban"
"123","opend.beach.water.urban","Feature5",3.00457288199277,"urban",0,"urban"
"124","opend.agric.water.urban","Feature1",312.762895299616,"all_else",311.762895299616,"urban"
"125","opend.agric.water.urban","Feature2",1406.45443339612,"opend",1405.45443339612,"urban"
"126","opend.agric.water.urban","Feature3",2500,"agric",2499,"urban"
"127","opend.agric.water.urban","Feature4",28.4819558596632,"water",27.4819558596632,"urban"
"128","opend.agric.water.urban","Feature5",1,"urban",0,"urban"
"129","fixed.scrub.beach.urban","Feature1",1,"all_else",-123.190080135951,"urban"
"130","fixed.scrub.beach.urban","Feature2",1058.71508851467,"trees",934.525008378719,"urban"
"131","fixed.scrub.beach.urban","Feature3",2500,"scrub",2375.80991986405,"urban"
"132","fixed.scrub.beach.urban","Feature4",2336.47282589342,"beach",2212.28274575747,"urban"
"133","fixed.scrub.beach.urban","Feature5",124.190080135951,"urban",0,"urban"
"134","fixed.scrub.agric.urban","Feature1",1,"all_else",-2499,"urban"
"135","fixed.scrub.agric.urban","Feature2",964.166458638988,"trees",-1535.83354136101,"urban"
"136","fixed.scrub.agric.urban","Feature3",9.51379865141462,"scrub",-2490.48620134859,"urban"
"137","fixed.scrub.agric.urban","Feature4",322.480658909262,"agric",-2177.51934109074,"urban"
"138","fixed.scrub.agric.urban","Feature5",2500,"urban",0,"urban"
"139","fixed.scrub.water.urban","Feature1",1,"all_else",-24.3668411081235,"urban"
"140","fixed.scrub.water.urban","Feature2",2233.81013853414,"trees",2208.44329742602,"urban"
"141","fixed.scrub.water.urban","Feature3",2132.25836531039,"scrub",2106.89152420227,"urban"
"142","fixed.scrub.water.urban","Feature4",2500,"water",2474.63315889188,"urban"
"143","fixed.scrub.water.urban","Feature5",25.3668411081235,"urban",0,"urban"
"144","fixed.beach.agric.urban","Feature1",1,"all_else",-2499,"urban"
"145","fixed.beach.agric.urban","Feature2",1342.2673516371,"trees",-1157.7326483629,"urban"
"146","fixed.beach.agric.urban","Feature3",11.8833909737737,"beach",-2488.11660902623,"urban"
"147","fixed.beach.agric.urban","Feature4",469.254068218571,"agric",-2030.74593178143,"urban"
"148","fixed.beach.agric.urban","Feature5",2500,"urban",0,"urban"
"149","fixed.beach.water.urban","Feature1",1,"all_else",-2499,"urban"
"150","fixed.beach.water.urban","Feature2",674.717630745319,"trees",-1825.28236925468,"urban"
"151","fixed.beach.water.urban","Feature3",8.14130334320771,"beach",-2491.85869665679,"urban"
"152","fixed.beach.water.urban","Feature4",1547.15885714838,"water",-952.84114285162,"urban"
"153","fixed.beach.water.urban","Feature5",2500,"urban",0,"urban"
"154","fixed.agric.water.urban","Feature1",1,"all_else",-2499,"urban"
"155","fixed.agric.water.urban","Feature2",222.357412870581,"trees",-2277.64258712942,"urban"
"156","fixed.agric.water.urban","Feature3",75.0696475543368,"agric",-2424.93035244566,"urban"
"157","fixed.agric.water.urban","Feature4",2.12574528016148,"water",-2497.87425471984,"urban"
"158","fixed.agric.water.urban","Feature5",2500,"urban",0,"urban"
"159","scrub.beach.agric.urban","Feature1",1,"all_else",-2499,"urban"
"160","scrub.beach.agric.urban","Feature2",80.7558419093689,"scrub",-2419.24415809063,"urban"
"161","scrub.beach.agric.urban","Feature3",6.76849371441631,"beach",-2493.23150628558,"urban"
"162","scrub.beach.agric.urban","Feature4",164.731320317577,"agric",-2335.26867968242,"urban"
"163","scrub.beach.agric.urban","Feature5",2500,"urban",0,"urban"
"164","scrub.beach.water.urban","Feature1",1,"all_else",-2499,"urban"
"165","scrub.beach.water.urban","Feature2",210.230044144295,"scrub",-2289.76995585571,"urban"
"166","scrub.beach.water.urban","Feature3",1104.70897968653,"beach",-1395.29102031347,"urban"
"167","scrub.beach.water.urban","Feature4",1436.58195909108,"water",-1063.41804090892,"urban"
"168","scrub.beach.water.urban","Feature5",2500,"urban",0,"urban"
"169","scrub.agric.water.urban","Feature1",1,"all_else",-2455.29631008195,"urban"
"170","scrub.agric.water.urban","Feature2",2500,"scrub",43.7036899180498,"urban"
"171","scrub.agric.water.urban","Feature3",21.2171204645829,"agric",-2435.07918961737,"urban"
"172","scrub.agric.water.urban","Feature4",437.229447115456,"water",-2019.06686296649,"urban"
"173","scrub.agric.water.urban","Feature5",2456.29631008195,"urban",0,"urban"
"174","beach.agric.water.urban","Feature1",1412.54159609328,"all_else",1411.54159609328,"urban"
"175","beach.agric.water.urban","Feature2",2500,"beach",2499,"urban"
"176","beach.agric.water.urban","Feature3",655.802634806175,"agric",654.802634806175,"urban"
"177","beach.agric.water.urban","Feature4",4.69127520768825,"water",3.69127520768825,"urban"
"178","beach.agric.water.urban","Feature5",1,"urban",0,"urban"
"179","opend.fixed.scrub.beach.urban","Feature1",1,"all_else",-1005.73565025167,"urban"
"180","opend.fixed.scrub.beach.urban","Feature2",2500,"opend",1493.26434974833,"urban"
"181","opend.fixed.scrub.beach.urban","Feature3",2273.38006274907,"trees",1266.6444124974,"urban"
"182","opend.fixed.scrub.beach.urban","Feature4",119.829845759798,"scrub",-886.905804491872,"urban"
"183","opend.fixed.scrub.beach.urban","Feature5",1045.5730936558,"beach",38.83744340413,"urban"
"184","opend.fixed.scrub.beach.urban","Feature6",1006.73565025167,"urban",0,"urban"
"185","opend.fixed.scrub.agric.urban","Feature1",1,"all_else",-1438.71500599421,"urban"
"186","opend.fixed.scrub.agric.urban","Feature2",790.992967615047,"opend",-648.722038379163,"urban"
"187","opend.fixed.scrub.agric.urban","Feature3",2500,"trees",1060.28499400579,"urban"
"188","opend.fixed.scrub.agric.urban","Feature4",398.111952668736,"scrub",-1041.60305332547,"urban"
"189","opend.fixed.scrub.agric.urban","Feature5",1290.6644937971,"agric",-149.05051219711,"urban"
"190","opend.fixed.scrub.agric.urban","Feature6",1439.71500599421,"urban",0,"urban"
"191","opend.fixed.scrub.water.urban","Feature1",1,"all_else",-1185.56462750736,"urban"
"192","opend.fixed.scrub.water.urban","Feature2",147.145111978538,"opend",-1039.41951552882,"urban"
"193","opend.fixed.scrub.water.urban","Feature3",62.486488557749,"trees",-1124.07813894961,"urban"
"194","opend.fixed.scrub.water.urban","Feature4",2500,"scrub",1313.43537249264,"urban"
"195","opend.fixed.scrub.water.urban","Feature5",108.391916471124,"water",-1078.17271103624,"urban"
"196","opend.fixed.scrub.water.urban","Feature6",1186.56462750736,"urban",0,"urban"
"197","opend.fixed.beach.agric.urban","Feature1",1.97545813210218,"all_else",-28.6950475306562,"urban"
"198","opend.fixed.beach.agric.urban","Feature2",660.039863145852,"opend",629.369357483094,"urban"
"199","opend.fixed.beach.agric.urban","Feature3",1000.15087577714,"trees",969.480370114382,"urban"
"200","opend.fixed.beach.agric.urban","Feature4",1,"beach",-29.6705056627584,"urban"
"201","opend.fixed.beach.agric.urban","Feature5",2500,"agric",2469.32949433724,"urban"
"202","opend.fixed.beach.agric.urban","Feature6",30.6705056627584,"urban",0,"urban"
"203","opend.fixed.beach.water.urban","Feature1",1,"all_else",-1188.56090695816,"urban"
"204","opend.fixed.beach.water.urban","Feature2",2500,"opend",1310.43909304184,"urban"
"205","opend.fixed.beach.water.urban","Feature3",951.632973311895,"trees",-237.927933646265,"urban"
"206","opend.fixed.beach.water.urban","Feature4",1812.43463315305,"beach",622.87372619489,"urban"
"207","opend.fixed.beach.water.urban","Feature5",2241.42210020672,"water",1051.86119324856,"urban"
"208","opend.fixed.beach.water.urban","Feature6",1189.56090695816,"urban",0,"urban"
"209","opend.fixed.agric.water.urban","Feature1",1,"all_else",-2499,"urban"
"210","opend.fixed.agric.water.urban","Feature2",65.4912375103272,"opend",-2434.50876248967,"urban"
"211","opend.fixed.agric.water.urban","Feature3",1068.5720503711,"trees",-1431.4279496289,"urban"
"212","opend.fixed.agric.water.urban","Feature4",71.1826782369312,"agric",-2428.81732176307,"urban"
"213","opend.fixed.agric.water.urban","Feature5",1626.54255962868,"water",-873.45744037132,"urban"
"214","opend.fixed.agric.water.urban","Feature6",2500,"urban",0,"urban"
"215","opend.scrub.beach.agric.urban","Feature1",1,"all_else",-16.1655977835617,"urban"
"216","opend.scrub.beach.agric.urban","Feature2",1529.71931735889,"opend",1512.55371957533,"urban"
"217","opend.scrub.beach.agric.urban","Feature3",2500,"scrub",2482.83440221644,"urban"
"218","opend.scrub.beach.agric.urban","Feature4",682.864659663352,"beach",665.69906187979,"urban"
"219","opend.scrub.beach.agric.urban","Feature5",442.571200062948,"agric",425.405602279386,"urban"
"220","opend.scrub.beach.agric.urban","Feature6",17.1655977835617,"urban",0,"urban"
"221","opend.scrub.beach.water.urban","Feature1",1,"all_else",-1.30729110402399,"urban"
"222","opend.scrub.beach.water.urban","Feature2",386.121662681119,"opend",383.814371577095,"urban"
"223","opend.scrub.beach.water.urban","Feature3",514.365425709019,"scrub",512.058134604995,"urban"
"224","opend.scrub.beach.water.urban","Feature4",2500,"beach",2497.69270889598,"urban"
"225","opend.scrub.beach.water.urban","Feature5",362.573352412245,"water",360.266061308221,"urban"
"226","opend.scrub.beach.water.urban","Feature6",2.30729110402399,"urban",0,"urban"
"227","opend.scrub.agric.water.urban","Feature1",1,"all_else",-54.4416286525498,"urban"
"228","opend.scrub.agric.water.urban","Feature2",972.253877235006,"opend",916.812248582456,"urban"
"229","opend.scrub.agric.water.urban","Feature3",2500,"scrub",2444.55837134745,"urban"
"230","opend.scrub.agric.water.urban","Feature4",208.365088462635,"agric",152.923459810085,"urban"
"231","opend.scrub.agric.water.urban","Feature5",660.485354547721,"water",605.043725895171,"urban"
"232","opend.scrub.agric.water.urban","Feature6",55.4416286525498,"urban",0,"urban"
"233","opend.beach.agric.water.urban","Feature1",162.795585508088,"all_else",161.795585508088,"urban"
"234","opend.beach.agric.water.urban","Feature2",178.582535575597,"opend",177.582535575597,"urban"
"235","opend.beach.agric.water.urban","Feature3",2500,"beach",2499,"urban"
"236","opend.beach.agric.water.urban","Feature4",69.5846087662394,"agric",68.5846087662394,"urban"
"237","opend.beach.agric.water.urban","Feature5",1393.35286837148,"water",1392.35286837148,"urban"
"238","opend.beach.agric.water.urban","Feature6",1,"urban",0,"urban"
"239","fixed.scrub.beach.agric.urban","Feature1",2.35466320102842,"all_else",1.35466320102842,"urban"
"240","fixed.scrub.beach.agric.urban","Feature2",2246.09308220193,"trees",2245.09308220193,"urban"
"241","fixed.scrub.beach.agric.urban","Feature3",659.567212184231,"scrub",658.567212184231,"urban"
"242","fixed.scrub.beach.agric.urban","Feature4",465.560676293265,"beach",464.560676293265,"urban"
"243","fixed.scrub.beach.agric.urban","Feature5",2500,"agric",2499,"urban"
"244","fixed.scrub.beach.agric.urban","Feature6",1,"urban",0,"urban"
"245","fixed.scrub.beach.water.urban","Feature1",1,"all_else",-159.55111571964,"urban"
"246","fixed.scrub.beach.water.urban","Feature2",2500,"trees",2339.44888428036,"urban"
"247","fixed.scrub.beach.water.urban","Feature3",2273.64689052736,"scrub",2113.09577480772,"urban"
"248","fixed.scrub.beach.water.urban","Feature4",2095.09536666651,"beach",1934.54425094687,"urban"
"249","fixed.scrub.beach.water.urban","Feature5",2226.54059812234,"water",2065.9894824027,"urban"
"250","fixed.scrub.beach.water.urban","Feature6",160.55111571964,"urban",0,"urban"
"251","fixed.scrub.agric.water.urban","Feature1",1,"all_else",-1.36452807357591,"urban"
"252","fixed.scrub.agric.water.urban","Feature2",2258.18887441577,"trees",2255.82434634219,"urban"
"253","fixed.scrub.agric.water.urban","Feature3",656.33732976253,"scrub",653.972801688954,"urban"
"254","fixed.scrub.agric.water.urban","Feature4",2500,"agric",2497.63547192642,"urban"
"255","fixed.scrub.agric.water.urban","Feature5",110.558558726495,"water",108.194030652919,"urban"
"256","fixed.scrub.agric.water.urban","Feature6",2.36452807357591,"urban",0,"urban"
"257","fixed.beach.agric.water.urban","Feature1",1,"all_else",-62.7474240756328,"urban"
"258","fixed.beach.agric.water.urban","Feature2",2500,"trees",2436.25257592437,"urban"
"259","fixed.beach.agric.water.urban","Feature3",14.8845346186731,"beach",-48.8628894569597,"urban"
"260","fixed.beach.agric.water.urban","Feature4",627.581318896647,"agric",563.833894821014,"urban"
"261","fixed.beach.agric.water.urban","Feature5",8.41038360478251,"water",-55.3370404708503,"urban"
"262","fixed.beach.agric.water.urban","Feature6",63.7474240756328,"urban",0,"urban"
"263","scrub.beach.agric.water.urban","Feature1",1,"all_else",-16.6820037815924,"urban"
"264","scrub.beach.agric.water.urban","Feature2",387.655284428588,"scrub",369.973280646996,"urban"
"265","scrub.beach.agric.water.urban","Feature3",1529.93096471278,"beach",1512.24896093119,"urban"
"266","scrub.beach.agric.water.urban","Feature4",96.3645963163367,"agric",78.6825925347443,"urban"
"267","scrub.beach.agric.water.urban","Feature5",2500,"water",2482.31799621841,"urban"
"268","scrub.beach.agric.water.urban","Feature6",17.6820037815924,"urban",0,"urban"
"269","opend.fixed.scrub.beach.agric.urban","Feature1",1,"all_else",-1463.75048789459,"urban"
"270","opend.fixed.scrub.beach.agric.urban","Feature2",790.705299256046,"opend",-674.045188638544,"urban"
"271","opend.fixed.scrub.beach.agric.urban","Feature3",2500,"trees",1035.24951210541,"urban"
"272","opend.fixed.scrub.beach.agric.urban","Feature4",402.987255817165,"scrub",-1061.76323207742,"urban"
"273","opend.fixed.scrub.beach.agric.urban","Feature5",1.1382420779546,"beach",-1463.61224581664,"urban"
"274","opend.fixed.scrub.beach.agric.urban","Feature6",1321.02981076311,"agric",-143.72067713148,"urban"
"275","opend.fixed.scrub.beach.agric.urban","Feature7",1464.75048789459,"urban",0,"urban"
"276","opend.fixed.scrub.beach.water.urban","Feature1",1,"all_else",-739.163537116593,"urban"
"277","opend.fixed.scrub.beach.water.urban","Feature2",2099.44455043937,"opend",1359.28101332278,"urban"
"278","opend.fixed.scrub.beach.water.urban","Feature3",2500,"trees",1759.83646288341,"urban"
"279","opend.fixed.scrub.beach.water.urban","Feature4",65.2873797342472,"scrub",-674.876157382346,"urban"
"280","opend.fixed.scrub.beach.water.urban","Feature5",1600.51866132477,"beach",860.355124208177,"urban"
"281","opend.fixed.scrub.beach.water.urban","Feature6",1152.12028237025,"water",411.956745253657,"urban"
"282","opend.fixed.scrub.beach.water.urban","Feature7",740.163537116593,"urban",0,"urban"
"283","opend.fixed.scrub.agric.water.urban","Feature1",1,"all_else",-2214.15406922668,"urban"
"284","opend.fixed.scrub.agric.water.urban","Feature2",2202.23116768344,"opend",-12.9229015432397,"urban"
"285","opend.fixed.scrub.agric.water.urban","Feature3",1471.68103077045,"trees",-743.47303845623,"urban"
"286","opend.fixed.scrub.agric.water.urban","Feature4",2500,"scrub",284.84593077332,"urban"
"287","opend.fixed.scrub.agric.water.urban","Feature5",976.273030901797,"agric",-1238.88103832488,"urban"
"288","opend.fixed.scrub.agric.water.urban","Feature6",880.219001501647,"water",-1334.93506772503,"urban"
"289","opend.fixed.scrub.agric.water.urban","Feature7",2215.15406922668,"urban",0,"urban"
"290","opend.fixed.beach.agric.water.urban","Feature1",1,"all_else",-649.698682692324,"urban"
"291","opend.fixed.beach.agric.water.urban","Feature2",2500,"opend",1849.30131730768,"urban"
"292","opend.fixed.beach.agric.water.urban","Feature3",1939.39675388983,"trees",1288.69807119751,"urban"
"293","opend.fixed.beach.agric.water.urban","Feature4",951.209161968561,"beach",300.510479276237,"urban"
"294","opend.fixed.beach.agric.water.urban","Feature5",12.7700532676595,"agric",-637.928629424665,"urban"
"295","opend.fixed.beach.agric.water.urban","Feature6",2187.29653871245,"water",1536.59785602013,"urban"
"296","opend.fixed.beach.agric.water.urban","Feature7",650.698682692324,"urban",0,"urban"
"297","opend.scrub.beach.agric.water.urban","Feature1",1,"all_else",-11.0081011622074,"urban"
"298","opend.scrub.beach.agric.water.urban","Feature2",1472.68926731632,"opend",1460.68116615411,"urban"
"299","opend.scrub.beach.agric.water.urban","Feature3",2500,"scrub",2487.99189883779,"urban"
"300","opend.scrub.beach.agric.water.urban","Feature4",696.029350510989,"beach",684.021249348782,"urban"
"301","opend.scrub.beach.agric.water.urban","Feature5",457.215626670172,"agric",445.207525507965,"urban"
"302","opend.scrub.beach.agric.water.urban","Feature6",2094.73357349356,"water",2082.72547233135,"urban"
"303","opend.scrub.beach.agric.water.urban","Feature7",12.0081011622074,"urban",0,"urban"
"304","fixed.scrub.beach.agric.water.urban","Feature1",2.14561984861029,"all_else",1.14561984861029,"urban"
"305","fixed.scrub.beach.agric.water.urban","Feature2",2326.23295407697,"trees",2325.23295407697,"urban"
"306","fixed.scrub.beach.agric.water.urban","Feature3",700.319217330207,"scrub",699.319217330207,"urban"
"307","fixed.scrub.beach.agric.water.urban","Feature4",958.626821293806,"beach",957.626821293806,"urban"
"308","fixed.scrub.beach.agric.water.urban","Feature5",2500,"agric",2499,"urban"
"309","fixed.scrub.beach.agric.water.urban","Feature6",125.251529074712,"water",124.251529074712,"urban"
"310","fixed.scrub.beach.agric.water.urban","Feature7",1,"urban",0,"urban"
"311","opend.fixed.scrub.beach.agric.water.urban","Feature1",1.91888356203935,"opend",0.91888356203935,"urban"
"312","opend.fixed.scrub.beach.agric.water.urban","Feature2",1810.41325748238,"trees",1809.41325748238,"urban"
"313","opend.fixed.scrub.beach.agric.water.urban","Feature3",525.52369534534,"scrub",524.52369534534,"urban"
"314","opend.fixed.scrub.beach.agric.water.urban","Feature4",2500,"beach",2499,"urban"
"315","opend.fixed.scrub.beach.agric.water.urban","Feature5",1913.31189969994,"agric",1912.31189969994,"urban"
"316","opend.fixed.scrub.beach.agric.water.urban","Feature6",83.0022783084182,"water",82.0022783084182,"urban"
"317","opend.fixed.scrub.beach.agric.water.urban","Feature7",1,"urban",0,"urban"
"318","opend.water","Feature1",1,"all_else",-0.0251256907531601,"water"
"319","opend.water","Feature2",2500,"opend",2498.97487430925,"water"
"320","opend.water","Feature3",1.02512569075316,"water",0,"water"
"321","fixed.water","Feature1",416.977307026153,"all_else",-2083.02269297385,"water"
"322","fixed.water","Feature2",1,"trees",-2499,"water"
"323","fixed.water","Feature3",2500,"water",0,"water"
"324","scrub.water","Feature1",1.18722689258539,"all_else",0.18722689258539,"water"
"325","scrub.water","Feature2",2500,"scrub",2499,"water"
"326","scrub.water","Feature3",1,"water",0,"water"
"327","beach.water","Feature1",1515.04601305232,"all_else",-984.95398694768,"water"
"328","beach.water","Feature2",1,"beach",-2499,"water"
"329","beach.water","Feature3",2500,"water",0,"water"
"330","agric.water","Feature1",1,"all_else",-2499,"water"
