"","area","surface","name","value","category","value.resc","category.focal"
"34","westhoek","scrub.beach.urban","Feature2",1.11987546258342,"scrub",-2143.26186269732,"urban"
"35","westhoek","scrub.beach.urban","Feature3",2500,"beach",355.6182618401,"urban"
"36","westhoek","scrub.beach.urban","Feature4",2144.3817381599,"urban",0,"urban"
"37","westhoek","opend.fixed.scrub.urban","Feature1",2.10130225020293,"all_else",-44.4468066018945,"urban"
"38","westhoek","opend.fixed.scrub.urban","Feature2",344.647415990683,"opend",298.099307138586,"urban"
"39","westhoek","opend.fixed.scrub.urban","Feature3",1,"trees",-45.5481088520974,"urban"
"40","westhoek","opend.fixed.scrub.urban","Feature4",2500,"scrub",2453.4518911479,"urban"
"41","westhoek","opend.fixed.scrub.urban","Feature5",46.5481088520974,"urban",0,"urban"
"42","westhoek","opend.fixed.beach.urban","Feature1",1,"all_else",-51.3342021374747,"urban"
"43","westhoek","opend.fixed.beach.urban","Feature2",1365.97196709395,"opend",1313.63776495648,"urban"
"44","westhoek","opend.fixed.beach.urban","Feature3",2500,"trees",2447.66579786253,"urban"
"45","westhoek","opend.fixed.beach.urban","Feature4",2498.40437423061,"beach",2446.07017209314,"urban"
"46","westhoek","opend.fixed.beach.urban","Feature5",52.3342021374747,"urban",0,"urban"
"47","westhoek","opend.scrub.beach.urban","Feature1",1,"all_else",-73.6544420273995,"urban"
"48","westhoek","opend.scrub.beach.urban","Feature2",541.432192088154,"opend",466.777750060754,"urban"
"49","westhoek","opend.scrub.beach.urban","Feature3",2500,"scrub",2425.3455579726,"urban"
"50","westhoek","opend.scrub.beach.urban","Feature4",206.019982300492,"beach",131.365540273093,"urban"
"51","westhoek","opend.scrub.beach.urban","Feature5",74.6544420273995,"urban",0,"urban"
"52","westhoek","fixed.scrub.beach.urban","Feature1",2.72465557092801,"all_else",-2497.27534442907,"urban"
"53","westhoek","fixed.scrub.beach.urban","Feature2",1,"trees",-2499,"urban"
"54","westhoek","fixed.scrub.beach.urban","Feature3",22.793658600172,"scrub",-2477.20634139983,"urban"
"55","westhoek","fixed.scrub.beach.urban","Feature4",1389.90338124146,"beach",-1110.09661875854,"urban"
"56","westhoek","fixed.scrub.beach.urban","Feature5",2500,"urban",0,"urban"
"57","westhoek","opend.fixed.scrub.beach.urban","Feature1",1.48394485232529,"opend",-23.1605097969877,"urban"
"58","westhoek","opend.fixed.scrub.beach.urban","Feature2",1,"trees",-23.644454649313,"urban"
"59","westhoek","opend.fixed.scrub.beach.urban","Feature3",14.5398498513177,"scrub",-10.1046047979953,"urban"
"60","westhoek","opend.fixed.scrub.beach.urban","Feature4",2500,"beach",2475.35554535069,"urban"
"61","westhoek","opend.fixed.scrub.beach.urban","Feature5",24.644454649313,"urban",0,"urban"
"62","westhoek","opend.beach","Feature1",1.00000000001364,"all_else",-2498.99999999999,"beach"
"63","westhoek","opend.beach","Feature2",1,"opend",-2499,"beach"
"64","westhoek","opend.beach","Feature3",2500,"beach",0,"beach"
"65","westhoek","fixed.beach","Feature1",1,"all_else",-2499,"beach"
"66","westhoek","fixed.beach","Feature2",1.00000000117188,"trees",-2498.99999999883,"beach"
"67","westhoek","fixed.beach","Feature3",2500,"beach",0,"beach"
"68","westhoek","scrub.beach","Feature1",1,"all_else",-2499,"beach"
"69","westhoek","scrub.beach","Feature2",309.05774639359,"scrub",-2190.94225360641,"beach"
"70","westhoek","scrub.beach","Feature3",2500,"beach",0,"beach"
"71","westhoek","beach.urban","Feature1",1,"all_else",-2499,"beach"
"72","westhoek","beach.urban","Feature2",2500,"beach",0,"beach"
"73","westhoek","beach.urban","Feature3",785.535672596694,"urban",-1714.46432740331,"beach"
"74","westhoek","opend.fixed.beach","Feature1",1,"all_else",-2499,"beach"
"75","westhoek","opend.fixed.beach","Feature2",1.95772833963201,"opend",-2498.04227166037,"beach"
"76","westhoek","opend.fixed.beach","Feature3",5.21510379975462,"trees",-2494.78489620025,"beach"
"77","westhoek","opend.fixed.beach","Feature4",2500,"beach",0,"beach"
"78","westhoek","opend.scrub.beach","Feature1",1,"all_else",-2499,"beach"
"79","westhoek","opend.scrub.beach","Feature2",283.829949679044,"opend",-2216.17005032096,"beach"
"80","westhoek","opend.scrub.beach","Feature3",1076.81590252824,"scrub",-1423.18409747176,"beach"
"81","westhoek","opend.scrub.beach","Feature4",2500,"beach",0,"beach"
"82","westhoek","opend.beach.urban","Feature1",1.00000346188926,"all_else",-2498.99999653811,"beach"
"83","westhoek","opend.beach.urban","Feature2",1,"opend",-2499,"beach"
"84","westhoek","opend.beach.urban","Feature3",2500,"beach",0,"beach"
"85","westhoek","opend.beach.urban","Feature4",1359.67552211101,"urban",-1140.32447788899,"beach"
"86","westhoek","fixed.scrub.beach","Feature1",8.66772311388286,"all_else",-2491.33227688612,"beach"
"87","westhoek","fixed.scrub.beach","Feature2",1,"trees",-2499,"beach"
"88","westhoek","fixed.scrub.beach","Feature3",98.0927926168051,"scrub",-2401.90720738319,"beach"
"89","westhoek","fixed.scrub.beach","Feature4",2500,"beach",0,"beach"
"90","westhoek","fixed.beach.urban","Feature1",1.00871696024296,"all_else",-2498.99128303976,"beach"
"91","westhoek","fixed.beach.urban","Feature2",1,"trees",-2499,"beach"
"92","westhoek","fixed.beach.urban","Feature3",2500,"beach",0,"beach"
"93","westhoek","fixed.beach.urban","Feature4",1.07659675906052,"urban",-2498.92340324094,"beach"
"94","westhoek","scrub.beach.urban","Feature1",1,"all_else",-2499,"beach"
"95","westhoek","scrub.beach.urban","Feature2",1.11987546258342,"scrub",-2498.88012453742,"beach"
"96","westhoek","scrub.beach.urban","Feature3",2500,"beach",0,"beach"
"97","westhoek","scrub.beach.urban","Feature4",2144.3817381599,"urban",-355.6182618401,"beach"
"98","westhoek","opend.fixed.scrub.beach","Feature1",1,"all_else",-2493.36958357852,"beach"
"99","westhoek","opend.fixed.scrub.beach","Feature2",627.093188636827,"opend",-1867.27639494169,"beach"
"100","westhoek","opend.fixed.scrub.beach","Feature3",8.41841532112994,"trees",-2485.95116825739,"beach"
"101","westhoek","opend.fixed.scrub.beach","Feature4",2500,"scrub",5.63041642147982,"beach"
"102","westhoek","opend.fixed.scrub.beach","Feature5",2494.36958357852,"beach",0,"beach"
"103","westhoek","opend.fixed.beach.urban","Feature1",1,"all_else",-2497.40437423061,"beach"
"104","westhoek","opend.fixed.beach.urban","Feature2",1365.97196709395,"opend",-1132.43240713666,"beach"
"105","westhoek","opend.fixed.beach.urban","Feature3",2500,"trees",1.59562576939015,"beach"
"106","westhoek","opend.fixed.beach.urban","Feature4",2498.40437423061,"beach",0,"beach"
"107","westhoek","opend.fixed.beach.urban","Feature5",52.3342021374747,"urban",-2446.07017209314,"beach"
"108","westhoek","opend.scrub.beach.urban","Feature1",1,"all_else",-205.019982300492,"beach"
"109","westhoek","opend.scrub.beach.urban","Feature2",541.432192088154,"opend",335.412209787662,"beach"
"110","westhoek","opend.scrub.beach.urban","Feature3",2500,"scrub",2293.98001769951,"beach"
"111","westhoek","opend.scrub.beach.urban","Feature4",206.019982300492,"beach",0,"beach"
"112","westhoek","opend.scrub.beach.urban","Feature5",74.6544420273995,"urban",-131.365540273093,"beach"
"113","westhoek","fixed.scrub.beach.urban","Feature1",2.72465557092801,"all_else",-1387.17872567053,"beach"
"114","westhoek","fixed.scrub.beach.urban","Feature2",1,"trees",-1388.90338124146,"beach"
"115","westhoek","fixed.scrub.beach.urban","Feature3",22.793658600172,"scrub",-1367.10972264129,"beach"
"116","westhoek","fixed.scrub.beach.urban","Feature4",1389.90338124146,"beach",0,"beach"
"117","westhoek","fixed.scrub.beach.urban","Feature5",2500,"urban",1110.09661875854,"beach"
"118","westhoek","opend.fixed.scrub.beach.urban","Feature1",1.48394485232529,"opend",-2498.51605514767,"beach"
"119","westhoek","opend.fixed.scrub.beach.urban","Feature2",1,"trees",-2499,"beach"
"120","westhoek","opend.fixed.scrub.beach.urban","Feature3",14.5398498513177,"scrub",-2485.46015014868,"beach"
"121","westhoek","opend.fixed.scrub.beach.urban","Feature4",2500,"beach",0,"beach"
"122","westhoek","opend.fixed.scrub.beach.urban","Feature5",24.644454649313,"urban",-2475.35554535069,"beach"
"123","westhoek","opend.scrub","Feature1",1,"all_else",-2499,"scrub"
"124","westhoek","opend.scrub","Feature2",450.546601862206,"opend",-2049.45339813779,"scrub"
"125","westhoek","opend.scrub","Feature3",2500,"scrub",0,"scrub"
"126","westhoek","fixed.scrub","Feature1",230.56619775252,"all_else",-2269.43380224748,"scrub"
"127","westhoek","fixed.scrub","Feature2",1,"trees",-2499,"scrub"
"128","westhoek","fixed.scrub","Feature3",2500,"scrub",0,"scrub"
"129","westhoek","scrub.beach","Feature1",1,"all_else",-308.05774639359,"scrub"
"130","westhoek","scrub.beach","Feature2",309.05774639359,"scrub",0,"scrub"
"131","westhoek","scrub.beach","Feature3",2500,"beach",2190.94225360641,"scrub"
"132","westhoek","scrub.urban","Feature1",1,"all_else",-12.9314646740099,"scrub"
"133","westhoek","scrub.urban","Feature2",13.9314646740099,"scrub",0,"scrub"
"134","westhoek","scrub.urban","Feature3",2500,"urban",2486.06853532599,"scrub"
"135","westhoek","opend.fixed.scrub","Feature1",56.1041418813652,"all_else",-2443.89585811863,"scrub"
"136","westhoek","opend.fixed.scrub","Feature2",587.321047788669,"opend",-1912.67895221133,"scrub"
"137","westhoek","opend.fixed.scrub","Feature3",1,"trees",-2499,"scrub"
"138","westhoek","opend.fixed.scrub","Feature4",2500,"scrub",0,"scrub"
"139","westhoek","opend.scrub.beach","Feature1",1,"all_else",-1075.81590252824,"scrub"
"140","westhoek","opend.scrub.beach","Feature2",283.829949679044,"opend",-792.985952849196,"scrub"
"141","westhoek","opend.scrub.beach","Feature3",1076.81590252824,"scrub",0,"scrub"
"142","westhoek","opend.scrub.beach","Feature4",2500,"beach",1423.18409747176,"scrub"
"143","westhoek","opend.scrub.urban","Feature1",0.999999999999545,"all_else",-2499,"scrub"
"144","westhoek","opend.scrub.urban","Feature2",346.254223287991,"opend",-2153.74577671201,"scrub"
"145","westhoek","opend.scrub.urban","Feature3",2500,"scrub",0,"scrub"
"146","westhoek","opend.scrub.urban","Feature4",46.7430808812483,"urban",-2453.25691911875,"scrub"
"147","westhoek","fixed.scrub.beach","Feature1",8.66772311388286,"all_else",-89.4250695029222,"scrub"
"148","westhoek","fixed.scrub.beach","Feature2",1,"trees",-97.0927926168051,"scrub"
"149","westhoek","fixed.scrub.beach","Feature3",98.0927926168051,"scrub",0,"scrub"
"150","westhoek","fixed.scrub.beach","Feature4",2500,"beach",2401.90720738319,"scrub"
"151","westhoek","fixed.scrub.urban","Feature1",2.08196125719178,"all_else",-23.0043437219983,"scrub"
"152","westhoek","fixed.scrub.urban","Feature2",1,"trees",-24.0863049791901,"scrub"
"153","westhoek","fixed.scrub.urban","Feature3",25.0863049791901,"scrub",0,"scrub"
"154","westhoek","fixed.scrub.urban","Feature4",2500,"urban",2474.91369502081,"scrub"
"155","westhoek","scrub.beach.urban","Feature1",1,"all_else",-0.11987546258342,"scrub"
"156","westhoek","scrub.beach.urban","Feature2",1.11987546258342,"scrub",0,"scrub"
"157","westhoek","scrub.beach.urban","Feature3",2500,"beach",2498.88012453742,"scrub"
"158","westhoek","scrub.beach.urban","Feature4",2144.3817381599,"urban",2143.26186269732,"scrub"
"159","westhoek","opend.fixed.scrub.beach","Feature1",1,"all_else",-2499,"scrub"
"160","westhoek","opend.fixed.scrub.beach","Feature2",627.093188636827,"opend",-1872.90681136317,"scrub"
"161","westhoek","opend.fixed.scrub.beach","Feature3",8.41841532112994,"trees",-2491.58158467887,"scrub"
"162","westhoek","opend.fixed.scrub.beach","Feature4",2500,"scrub",0,"scrub"
"163","westhoek","opend.fixed.scrub.beach","Feature5",2494.36958357852,"beach",-5.63041642147982,"scrub"
"164","westhoek","opend.fixed.scrub.urban","Feature1",2.10130225020293,"all_else",-2497.8986977498,"scrub"
"165","westhoek","opend.fixed.scrub.urban","Feature2",344.647415990683,"opend",-2155.35258400932,"scrub"
"166","westhoek","opend.fixed.scrub.urban","Feature3",1,"trees",-2499,"scrub"
"167","westhoek","opend.fixed.scrub.urban","Feature4",2500,"scrub",0,"scrub"
"168","westhoek","opend.fixed.scrub.urban","Feature5",46.5481088520974,"urban",-2453.4518911479,"scrub"
"169","westhoek","opend.scrub.beach.urban","Feature1",1,"all_else",-2499,"scrub"
"170","westhoek","opend.scrub.beach.urban","Feature2",541.432192088154,"opend",-1958.56780791185,"scrub"
"171","westhoek","opend.scrub.beach.urban","Feature3",2500,"scrub",0,"scrub"
"172","westhoek","opend.scrub.beach.urban","Feature4",206.019982300492,"beach",-2293.98001769951,"scrub"
"173","westhoek","opend.scrub.beach.urban","Feature5",74.6544420273995,"urban",-2425.3455579726,"scrub"
"174","westhoek","fixed.scrub.beach.urban","Feature1",2.72465557092801,"all_else",-20.069003029244,"scrub"
"175","westhoek","fixed.scrub.beach.urban","Feature2",1,"trees",-21.793658600172,"scrub"
"176","westhoek","fixed.scrub.beach.urban","Feature3",22.793658600172,"scrub",0,"scrub"
"177","westhoek","fixed.scrub.beach.urban","Feature4",1389.90338124146,"beach",1367.10972264129,"scrub"
"178","westhoek","fixed.scrub.beach.urban","Feature5",2500,"urban",2477.20634139983,"scrub"
"179","westhoek","opend.fixed.scrub.beach.urban","Feature1",1.48394485232529,"opend",-13.0559049989924,"scrub"
"180","westhoek","opend.fixed.scrub.beach.urban","Feature2",1,"trees",-13.5398498513177,"scrub"
"181","westhoek","opend.fixed.scrub.beach.urban","Feature3",14.5398498513177,"scrub",0,"scrub"
"182","westhoek","opend.fixed.scrub.beach.urban","Feature4",2500,"beach",2485.46015014868,"scrub"
"183","westhoek","opend.fixed.scrub.beach.urban","Feature5",24.644454649313,"urban",10.1046047979953,"scrub"
"184","westhoek","opend.fixed","Feature1",1,"all_else",-2499,"trees"
"185","westhoek","opend.fixed","Feature2",1240.00751001487,"opend",-1259.99248998513,"trees"
"186","westhoek","opend.fixed","Feature3",2500,"trees",0,"trees"
"187","westhoek","fixed.scrub","Feature1",230.56619775252,"all_else",229.56619775252,"trees"
"188","westhoek","fixed.scrub","Feature2",1,"trees",0,"trees"
"189","westhoek","fixed.scrub","Feature3",2500,"scrub",2499,"trees"
"190","westhoek","fixed.beach","Feature1",1,"all_else",-1.17187992643153e-09,"trees"
"191","westhoek","fixed.beach","Feature2",1.00000000117188,"trees",0,"trees"
"192","westhoek","fixed.beach","Feature3",2500,"beach",2498.99999999883,"trees"
"193","westhoek","fixed.urban","Feature1",1,"all_else",-0.13162881964035,"trees"
"194","westhoek","fixed.urban","Feature2",1.13162881964035,"trees",0,"trees"
"195","westhoek","fixed.urban","Feature3",2500,"urban",2498.86837118036,"trees"
"196","westhoek","opend.fixed.scrub","Feature1",56.1041418813652,"all_else",55.1041418813652,"trees"
"197","westhoek","opend.fixed.scrub","Feature2",587.321047788669,"opend",586.321047788669,"trees"
"198","westhoek","opend.fixed.scrub","Feature3",1,"trees",0,"trees"
"199","westhoek","opend.fixed.scrub","Feature4",2500,"scrub",2499,"trees"
"200","westhoek","opend.fixed.beach","Feature1",1,"all_else",-4.21510379975462,"trees"
"201","westhoek","opend.fixed.beach","Feature2",1.95772833963201,"opend",-3.25737546012261,"trees"
"202","westhoek","opend.fixed.beach","Feature3",5.21510379975462,"trees",0,"trees"
"203","westhoek","opend.fixed.beach","Feature4",2500,"beach",2494.78489620025,"trees"
"204","westhoek","opend.fixed.urban","Feature1",1,"all_else",-2499,"trees"
"205","westhoek","opend.fixed.urban","Feature2",1257.60070944971,"opend",-1242.39929055029,"trees"
"206","westhoek","opend.fixed.urban","Feature3",2500,"trees",0,"trees"
"207","westhoek","opend.fixed.urban","Feature4",38.6867353887474,"urban",-2461.31326461125,"trees"
"208","westhoek","fixed.scrub.beach","Feature1",8.66772311388286,"all_else",7.66772311388286,"trees"
"209","westhoek","fixed.scrub.beach","Feature2",1,"trees",0,"trees"
"210","westhoek","fixed.scrub.beach","Feature3",98.0927926168051,"scrub",97.0927926168051,"trees"
"211","westhoek","fixed.scrub.beach","Feature4",2500,"beach",2499,"trees"
"212","westhoek","fixed.scrub.urban","Feature1",2.08196125719178,"all_else",1.08196125719178,"trees"
"213","westhoek","fixed.scrub.urban","Feature2",1,"trees",0,"trees"
"214","westhoek","fixed.scrub.urban","Feature3",25.0863049791901,"scrub",24.0863049791901,"trees"
"215","westhoek","fixed.scrub.urban","Feature4",2500,"urban",2499,"trees"
"216","westhoek","fixed.beach.urban","Feature1",1.00871696024296,"all_else",0.00871696024295998,"trees"
"217","westhoek","fixed.beach.urban","Feature2",1,"trees",0,"trees"
"218","westhoek","fixed.beach.urban","Feature3",2500,"beach",2499,"trees"
"219","westhoek","fixed.beach.urban","Feature4",1.07659675906052,"urban",0.0765967590605201,"trees"
"220","westhoek","opend.fixed.scrub.beach","Feature1",1,"all_else",-7.41841532112994,"trees"
"221","westhoek","opend.fixed.scrub.beach","Feature2",627.093188636827,"opend",618.674773315697,"trees"
"222","westhoek","opend.fixed.scrub.beach","Feature3",8.41841532112994,"trees",0,"trees"
"223","westhoek","opend.fixed.scrub.beach","Feature4",2500,"scrub",2491.58158467887,"trees"
"224","westhoek","opend.fixed.scrub.beach","Feature5",2494.36958357852,"beach",2485.95116825739,"trees"
"225","westhoek","opend.fixed.scrub.urban","Feature1",2.10130225020293,"all_else",1.10130225020293,"trees"
"226","westhoek","opend.fixed.scrub.urban","Feature2",344.647415990683,"opend",343.647415990683,"trees"
"227","westhoek","opend.fixed.scrub.urban","Feature3",1,"trees",0,"trees"
"228","westhoek","opend.fixed.scrub.urban","Feature4",2500,"scrub",2499,"trees"
"229","westhoek","opend.fixed.scrub.urban","Feature5",46.5481088520974,"urban",45.5481088520974,"trees"
"230","westhoek","opend.fixed.beach.urban","Feature1",1,"all_else",-2499,"trees"
"231","westhoek","opend.fixed.beach.urban","Feature2",1365.97196709395,"opend",-1134.02803290605,"trees"
"232","westhoek","opend.fixed.beach.urban","Feature3",2500,"trees",0,"trees"
"233","westhoek","opend.fixed.beach.urban","Feature4",2498.40437423061,"beach",-1.59562576939015,"trees"
"234","westhoek","opend.fixed.beach.urban","Feature5",52.3342021374747,"urban",-2447.66579786253,"trees"
"235","westhoek","fixed.scrub.beach.urban","Feature1",2.72465557092801,"all_else",1.72465557092801,"trees"
"236","westhoek","fixed.scrub.beach.urban","Feature2",1,"trees",0,"trees"
"237","westhoek","fixed.scrub.beach.urban","Feature3",22.793658600172,"scrub",21.793658600172,"trees"
"238","westhoek","fixed.scrub.beach.urban","Feature4",1389.90338124146,"beach",1388.90338124146,"trees"
"239","westhoek","fixed.scrub.beach.urban","Feature5",2500,"urban",2499,"trees"
"240","westhoek","opend.fixed.scrub.beach.urban","Feature1",1.48394485232529,"opend",0.48394485232529,"trees"
"241","westhoek","opend.fixed.scrub.beach.urban","Feature2",1,"trees",0,"trees"
"242","westhoek","opend.fixed.scrub.beach.urban","Feature3",14.5398498513177,"scrub",13.5398498513177,"trees"
"243","westhoek","opend.fixed.scrub.beach.urban","Feature4",2500,"beach",2499,"trees"
"244","westhoek","opend.fixed.scrub.beach.urban","Feature5",24.644454649313,"urban",23.644454649313,"trees"
"245","westhoek","opend.fixed","Feature1",1,"all_else",-1239.00751001487,"opend"
"246","westhoek","opend.fixed","Feature2",1240.00751001487,"opend",0,"opend"
"247","westhoek","opend.fixed","Feature3",2500,"trees",1259.99248998513,"opend"
"248","westhoek","opend.scrub","Feature1",1,"all_else",-449.546601862206,"opend"
"249","westhoek","opend.scrub","Feature2",450.546601862206,"opend",0,"opend"
"250","westhoek","opend.scrub","Feature3",2500,"scrub",2049.45339813779,"opend"
"251","westhoek","opend.beach","Feature1",1.00000000001364,"all_else",1.36399780359397e-11,"opend"
"252","westhoek","opend.beach","Feature2",1,"opend",0,"opend"
"253","westhoek","opend.beach","Feature3",2500,"beach",2499,"opend"
"254","westhoek","opend.urban","Feature1",1,"all_else",-114.424279090032,"opend"
"255","westhoek","opend.urban","Feature2",115.424279090032,"opend",0,"opend"
"256","westhoek","opend.urban","Feature3",2500,"urban",2384.57572090997,"opend"
"257","westhoek","opend.fixed.scrub","Feature1",56.1041418813652,"all_else",-531.216905907304,"opend"
"258","westhoek","opend.fixed.scrub","Feature2",587.321047788669,"opend",0,"opend"
"259","westhoek","opend.fixed.scrub","Feature3",1,"trees",-586.321047788669,"opend"
"260","westhoek","opend.fixed.scrub","Feature4",2500,"scrub",1912.67895221133,"opend"
"261","westhoek","opend.fixed.beach","Feature1",1,"all_else",-0.95772833963201,"opend"
"262","westhoek","opend.fixed.beach","Feature2",1.95772833963201,"opend",0,"opend"
"263","westhoek","opend.fixed.beach","Feature3",5.21510379975462,"trees",3.25737546012261,"opend"
"264","westhoek","opend.fixed.beach","Feature4",2500,"beach",2498.04227166037,"opend"
"265","westhoek","opend.fixed.urban","Feature1",1,"all_else",-1256.60070944971,"opend"
"266","westhoek","opend.fixed.urban","Feature2",1257.60070944971,"opend",0,"opend"
"267","westhoek","opend.fixed.urban","Feature3",2500,"trees",1242.39929055029,"opend"
"268","westhoek","opend.fixed.urban","Feature4",38.6867353887474,"urban",-1218.91397406096,"opend"
"269","westhoek","opend.scrub.beach","Feature1",1,"all_else",-282.829949679044,"opend"
"270","westhoek","opend.scrub.beach","Feature2",283.829949679044,"opend",0,"opend"
"271","westhoek","opend.scrub.beach","Feature3",1076.81590252824,"scrub",792.985952849196,"opend"
"272","westhoek","opend.scrub.beach","Feature4",2500,"beach",2216.17005032096,"opend"
"273","westhoek","opend.scrub.urban","Feature1",0.999999999999545,"all_else",-345.254223287991,"opend"
"274","westhoek","opend.scrub.urban","Feature2",346.254223287991,"opend",0,"opend"
"275","westhoek","opend.scrub.urban","Feature3",2500,"scrub",2153.74577671201,"opend"
"276","westhoek","opend.scrub.urban","Feature4",46.7430808812483,"urban",-299.511142406743,"opend"
"277","westhoek","opend.beach.urban","Feature1",1.00000346188926,"all_else",3.46188925992585e-06,"opend"
"278","westhoek","opend.beach.urban","Feature2",1,"opend",0,"opend"
"279","westhoek","opend.beach.urban","Feature3",2500,"beach",2499,"opend"
"280","westhoek","opend.beach.urban","Feature4",1359.67552211101,"urban",1358.67552211101,"opend"
"281","westhoek","opend.fixed.scrub.beach","Feature1",1,"all_else",-626.093188636827,"opend"
"282","westhoek","opend.fixed.scrub.beach","Feature2",627.093188636827,"opend",0,"opend"
"283","westhoek","opend.fixed.scrub.beach","Feature3",8.41841532112994,"trees",-618.674773315697,"opend"
"284","westhoek","opend.fixed.scrub.beach","Feature4",2500,"scrub",1872.90681136317,"opend"
"285","westhoek","opend.fixed.scrub.beach","Feature5",2494.36958357852,"beach",1867.27639494169,"opend"
"286","westhoek","opend.fixed.scrub.urban","Feature1",2.10130225020293,"all_else",-342.54611374048,"opend"
"287","westhoek","opend.fixed.scrub.urban","Feature2",344.647415990683,"opend",0,"opend"
"288","westhoek","opend.fixed.scrub.urban","Feature3",1,"trees",-343.647415990683,"opend"
"289","westhoek","opend.fixed.scrub.urban","Feature4",2500,"scrub",2155.35258400932,"opend"
"290","westhoek","opend.fixed.scrub.urban","Feature5",46.5481088520974,"urban",-298.099307138586,"opend"
"291","westhoek","opend.fixed.beach.urban","Feature1",1,"all_else",-1364.97196709395,"opend"
"292","westhoek","opend.fixed.beach.urban","Feature2",1365.97196709395,"opend",0,"opend"
"293","westhoek","opend.fixed.beach.urban","Feature3",2500,"trees",1134.02803290605,"opend"
"294","westhoek","opend.fixed.beach.urban","Feature4",2498.40437423061,"beach",1132.43240713666,"opend"
"295","westhoek","opend.fixed.beach.urban","Feature5",52.3342021374747,"urban",-1313.63776495648,"opend"
"296","westhoek","opend.scrub.beach.urban","Feature1",1,"all_else",-540.432192088154,"opend"
"297","westhoek","opend.scrub.beach.urban","Feature2",541.432192088154,"opend",0,"opend"
"298","westhoek","opend.scrub.beach.urban","Feature3",2500,"scrub",1958.56780791185,"opend"
"299","westhoek","opend.scrub.beach.urban","Feature4",206.019982300492,"beach",-335.412209787662,"opend"
"300","westhoek","opend.scrub.beach.urban","Feature5",74.6544420273995,"urban",-466.777750060754,"opend"
"301","westhoek","opend.fixed.scrub.beach.urban","Feature1",1.48394485232529,"opend",0,"opend"
"302","westhoek","opend.fixed.scrub.beach.urban","Feature2",1,"trees",-0.48394485232529,"opend"
"303","westhoek","opend.fixed.scrub.beach.urban","Feature3",14.5398498513177,"scrub",13.0559049989924,"opend"
"304","westhoek","opend.fixed.scrub.beach.urban","Feature4",2500,"beach",2498.51605514767,"opend"
"305","westhoek","opend.fixed.scrub.beach.urban","Feature5",24.644454649313,"urban",23.1605097969877,"opend"
"306","cabour","opend.urban","Feature1",1,"all_else",-0.01378230793625,"urban"
"307","cabour","opend.urban","Feature2",2500,"opend",2498.98621769206,"urban"
"308","cabour","opend.urban","Feature3",1.01378230793625,"urban",0,"urban"
